age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
53,4,77925,11,0,13,0,4,1,0,0,40,39,1
55,4,62189,9,0,4,0,2,0,0,0,37,39,0
52,5,72796,11,5,10,1,4,1,0,0,28,39,0
53,4,309036,15,3,7,1,4,1,0,0,51,39,0
53,0,494308,9,2,10,0,4,1,0,0,36,39,0
56,4,215820,0,2,14,4,4,1,0,0,37,39,1
55,4,148969,15,0,6,2,4,1,0,0,37,39,0
53,4,129791,6,3,12,0,2,0,0,0,40,39,0
52,4,107508,15,2,3,3,4,0,0,0,40,39,0
53,4,205795,9,0,10,3,4,0,0,0,21,6,0
52,4,171883,15,0,13,1,4,0,0,0,88,39,0
54,6,141213,15,4,8,1,4,1,0,0,40,39,0
53,7,180361,9,6,8,0,4,0,4943,0,40,41,0
54,6,219463,9,5,12,4,4,1,0,0,40,39,1
54,4,64704,11,2,8,1,1,1,0,0,64,39,1
53,5,116708,11,4,8,0,2,0,0,0,40,39,0
55,5,283759,14,4,8,0,4,1,0,0,40,21,0
53,4,149861,9,2,12,0,1,1,0,0,51,39,0
54,4,137279,9,2,3,3,2,0,0,0,40,39,0
54,4,190295,9,4,5,0,4,1,0,0,63,39,0
54,4,365489,9,2,7,3,2,0,0,0,36,39,0
52,2,182140,15,0,7,0,1,0,0,0,40,39,0
53,4,201347,9,4,14,1,4,1,0,0,51,39,0
55,4,157841,11,6,10,0,4,0,0,0,40,39,1
54,4,243198,8,4,13,0,2,1,0,0,62,39,1
53,4,161566,15,0,7,1,2,0,6340,2131,48,39,0
55,4,23637,15,6,14,4,4,0,0,0,63,39,0
53,0,118301,9,2,12,2,4,0,0,0,40,30,0
54,4,357413,12,4,14,0,4,0,0,0,40,39,0
54,4,245718,7,4,7,3,1,0,0,0,51,39,0
54,4,265123,15,2,8,1,4,1,0,0,51,39,0
53,4,88611,12,5,13,3,4,0,0,0,40,39,0
54,4,201434,7,4,6,4,4,0,0,0,40,39,0
54,4,138868,15,4,4,4,1,1,0,0,40,39,1
56,4,146407,11,4,5,3,4,0,0,0,89,0,0
53,4,214427,9,4,10,3,4,0,0,0,40,39,0
54,4,297396,15,2,0,0,3,0,5957,0,40,39,0
55,4,345926,11,4,10,1,4,0,0,0,40,39,0
54,4,154361,9,4,11,1,4,1,0,0,40,39,0
54,4,180114,15,4,6,1,4,0,0,0,49,39,0
53,4,114054,11,2,12,0,4,1,7433,0,51,39,0
53,4,281109,0,3,14,1,1,0,0,0,49,39,0
56,4,301114,15,5,3,1,4,0,0,0,40,39,0
53,0,110689,15,5,4,0,4,0,0,0,39,39,0
55,4,141648,9,4,7,3,4,1,0,0,40,39,0
54,0,87943,11,5,13,1,2,0,0,0,40,39,0
53,6,182805,9,2,4,3,2,0,0,0,40,39,0
53,6,144687,5,5,3,0,4,1,0,0,40,39,0
53,4,159377,15,6,8,0,4,1,0,0,40,39,0
53,6,112020,11,2,10,1,2,1,0,1731,27,39,0
54,7,142762,8,0,12,0,4,0,0,0,40,39,0
54,1,190443,15,2,3,0,4,0,0,0,61,39,0
54,4,196071,15,0,6,1,4,0,0,2034,50,39,0
53,4,43756,15,2,3,1,3,0,0,0,52,39,1
55,6,316652,9,4,8,4,4,0,0,0,40,39,1
52,4,185691,15,2,10,1,4,1,0,0,62,39,1
53,6,148714,15,4,3,1,4,0,0,0,40,39,1
54,6,168792,11,5,10,2,4,1,0,0,51,39,1
53,4,180565,9,6,10,3,2,0,7543,0,40,0,0
54,0,167005,0,0,6,1,4,0,0,0,40,39,0
52,4,100502,11,0,3,0,4,1,0,0,40,39,0
55,4,225224,15,5,10,1,2,0,0,0,40,39,0
54,4,154510,1,3,7,3,4,1,0,0,40,39,0
53,4,81934,15,2,9,0,4,1,0,0,40,39,0
54,4,240376,9,4,10,0,4,0,0,0,40,8,0
54,4,81347,11,2,7,1,4,1,0,0,40,39,0
54,4,79570,11,0,4,0,4,0,0,0,84,39,0
54,4,46559,11,0,8,5,4,0,0,0,40,39,1
53,4,145244,12,6,6,1,4,1,6914,0,40,39,0
53,6,249268,9,4,12,3,4,0,0,0,50,39,0
53,4,24999,15,3,14,1,2,0,0,0,40,39,0
55,4,137665,15,2,9,3,4,0,0,0,40,39,0
53,6,226409,15,4,2,3,4,0,0,0,40,39,0
53,4,208141,15,4,14,1,4,0,0,0,40,39,0
53,8,147132,1,4,7,1,1,0,0,0,28,39,0
54,4,213039,9,2,10,1,1,0,0,0,40,39,0
54,4,95285,0,5,8,4,1,1,0,0,40,26,0
54,4,183248,15,2,7,1,4,1,0,0,48,39,0
54,4,224026,9,0,4,5,1,0,0,0,40,26,0
53,4,203372,9,4,12,5,4,1,0,0,40,39,0
54,6,34548,4,0,10,3,1,1,0,0,40,39,0
53,6,236274,15,4,4,4,2,1,0,0,40,39,0
54,4,253018,15,5,10,4,0,1,0,0,63,39,0
54,4,151967,1,4,3,3,1,0,0,2049,40,0,0
54,4,119102,15,2,12,4,4,1,0,0,40,39,0
53,4,67929,15,4,11,3,4,0,0,0,40,39,0
54,4,133562,8,5,12,0,4,0,0,0,38,39,0
53,4,176478,8,4,3,4,2,1,0,0,40,21,0
53,4,172886,11,2,2,1,4,1,0,1825,40,11,0
53,4,72743,11,2,14,1,4,0,0,0,40,39,1
52,4,198070,15,0,8,1,4,1,0,0,40,39,0
53,6,301015,9,0,0,1,1,1,0,0,50,39,0
54,4,167492,9,5,7,0,4,1,0,0,40,39,0
54,4,101534,11,2,1,1,2,1,0,0,40,8,0
53,4,60553,11,2,7,1,4,0,0,0,40,39,0
54,0,156178,13,4,10,1,1,1,0,0,40,39,0
54,4,348505,9,4,8,1,4,1,0,0,40,26,0
53,4,229895,11,3,1,3,4,0,0,0,49,39,0
53,4,195939,9,4,4,1,4,1,0,0,40,39,0
54,4,152517,15,0,1,1,4,0,6124,0,40,39,0
54,4,156721,2,0,0,4,4,1,0,0,40,39,1
54,4,162020,15,4,3,1,4,1,0,0,40,39,1
54,2,203031,1,0,3,1,4,1,0,0,40,39,0
52,4,104797,15,2,4,3,4,0,0,0,52,39,0
52,4,235212,12,0,12,0,2,0,0,0,40,39,0
53,4,95208,12,4,6,0,4,0,0,0,51,39,0
53,6,173173,1,3,1,0,4,1,0,0,63,39,0
54,4,497733,15,4,4,1,4,1,0,0,40,39,0
52,4,204886,2,2,7,0,2,1,0,0,40,39,1
54,0,55308,11,0,1,1,4,1,0,0,52,39,0
52,4,158728,12,0,10,1,4,0,0,0,40,39,0
52,4,179989,11,2,8,1,1,0,0,0,40,39,0
53,4,230494,11,2,4,3,4,0,0,0,38,39,0
53,4,98874,2,0,13,0,4,0,0,0,50,39,0
53,7,505274,0,2,1,0,4,0,0,0,40,26,0
54,4,167769,15,0,0,1,1,1,0,0,40,26,0
55,4,189615,1,4,10,0,4,1,7216,0,61,26,0
55,4,200467,8,5,6,1,4,0,0,0,61,39,0
53,8,36731,11,0,3,0,3,1,0,0,37,6,0
54,4,208585,9,6,6,3,2,1,0,1797,53,39,0
53,4,259239,9,4,12,1,4,1,0,0,40,39,0
54,2,139869,11,2,8,5,4,0,6379,2207,40,39,0
53,4,195850,9,2,11,4,0,1,5939,0,28,39,0
54,5,294924,11,0,12,1,2,0,0,0,40,39,0
54,4,213328,11,4,7,1,4,0,0,0,50,39,0
53,4,124019,5,2,1,3,4,1,0,0,37,39,0
55,8,299410,11,4,0,1,4,0,0,0,40,39,1
53,6,206282,11,4,4,3,4,0,0,0,36,39,0
53,4,134316,11,2,4,3,4,1,0,0,50,39,1
54,4,178551,9,4,3,3,4,1,0,0,40,3,1
51,4,294974,15,0,14,1,3,1,0,0,23,39,0
54,4,241504,11,4,10,3,4,0,0,0,63,39,0
54,4,231502,9,4,10,1,4,0,0,0,40,39,0
54,6,141311,13,4,8,3,4,1,6194,1771,83,39,1
54,7,24518,11,0,8,4,4,0,0,0,40,0,0
54,4,109974,9,6,12,1,4,1,0,1739,40,39,1
54,4,177646,4,0,10,1,4,0,0,2186,40,39,0
54,4,124097,1,6,3,3,3,1,0,0,77,39,0
55,4,179324,15,2,10,1,4,0,0,0,76,39,0
53,4,396833,0,4,6,1,4,0,0,0,40,39,0
53,4,230713,9,3,3,1,4,1,0,0,40,39,0
53,4,348904,15,2,4,1,1,1,0,0,53,39,0
52,4,52804,4,5,4,3,2,0,0,0,40,39,0
53,4,373023,11,0,3,1,4,0,0,0,51,3,0
55,4,98718,11,2,10,0,4,0,0,2115,79,39,0
53,4,46209,1,2,14,4,4,1,0,0,40,39,0
54,4,180746,11,0,7,1,2,0,71490,0,36,39,0
53,6,161448,10,2,3,5,4,1,6193,0,40,39,0
55,4,65997,11,1,1,1,4,1,0,0,40,39,0
53,4,142241,15,4,4,0,4,0,0,0,40,39,0
53,4,180563,8,4,10,3,4,0,0,0,51,39,0
52,4,167201,11,4,0,0,4,0,0,0,26,39,0
54,4,158614,15,4,12,1,4,0,0,0,40,39,0
53,5,226147,14,6,3,2,4,0,0,0,40,39,0
53,8,117708,15,4,10,4,4,1,0,0,50,39,0
54,5,161780,15,4,12,1,4,0,0,0,40,39,0
54,4,382256,15,0,4,3,4,0,0,0,40,39,1
54,4,154371,15,4,10,1,4,0,0,0,26,39,0
54,7,274654,15,2,10,3,1,0,0,0,40,39,0
53,8,96098,9,4,12,2,1,0,0,0,40,39,0
54,4,173078,11,4,8,0,4,1,0,0,40,39,0
55,4,89857,15,4,0,4,4,1,0,0,40,39,1
54,6,102360,9,1,3,1,4,0,0,0,40,39,0
54,4,229800,9,2,8,1,4,1,0,0,40,39,1
53,4,152301,11,0,8,1,4,1,0,0,37,39,1
53,4,352879,3,2,9,2,4,0,68110,0,40,39,0
54,0,391559,0,4,10,3,4,1,0,0,27,26,0
52,4,248633,11,4,12,1,2,1,0,0,37,39,0
55,2,129570,12,2,4,1,4,0,0,0,40,39,0
53,6,135754,13,0,7,1,4,0,0,0,40,39,0
54,4,177234,9,4,14,0,4,0,0,0,50,39,0
54,4,365384,9,4,3,1,4,0,0,0,40,0,0
55,4,166236,1,0,8,1,4,0,0,0,37,39,0
54,0,174775,11,2,13,3,4,1,0,0,50,6,0
55,4,147867,11,6,10,4,4,1,0,0,50,6,0
54,6,102298,11,4,13,0,0,0,0,0,49,39,0
55,4,126304,15,0,6,4,3,1,0,0,40,6,0
53,4,57403,11,2,10,5,1,0,0,0,40,39,0
54,4,332518,12,0,10,4,4,1,0,0,40,11,0
53,6,245026,11,4,12,0,2,0,0,0,65,32,0
54,4,205455,12,2,12,2,4,0,0,0,40,0,0
55,4,159864,1,0,10,1,1,1,0,0,51,39,0
52,4,201446,2,4,1,1,4,1,0,0,40,39,0
53,4,186862,12,0,14,0,4,0,7406,0,40,19,0
53,4,333359,9,0,13,0,0,0,6020,0,40,39,0
53,6,124656,12,4,10,4,4,1,0,0,40,39,0
53,8,367828,15,4,4,3,0,1,0,0,64,39,0
54,1,383029,15,0,10,4,4,1,0,0,40,39,0
53,0,28199,15,2,8,1,3,0,0,0,62,39,0
55,4,85558,15,2,1,1,4,1,0,0,36,39,0
53,5,200690,15,2,14,1,1,0,0,0,40,39,1
53,4,208981,9,2,8,0,0,1,0,0,40,39,0
54,2,290306,4,0,6,0,4,1,0,0,81,39,1
54,6,226620,11,0,4,4,4,1,0,0,40,39,0
56,4,194174,11,0,10,3,2,0,0,0,37,28,1
53,4,55281,15,0,3,0,4,1,0,0,51,23,0
53,4,145543,11,2,3,5,4,0,0,0,37,39,0
53,1,244923,0,3,8,3,4,1,0,0,40,39,0
54,4,156390,11,2,12,3,4,0,0,0,40,39,0
53,6,46249,9,4,10,3,2,0,0,0,76,39,0
53,8,78806,15,2,10,0,4,0,0,0,50,39,0
54,4,213311,15,4,7,1,4,0,0,0,50,39,0
53,4,23016,15,2,12,4,0,1,0,0,40,39,1
54,7,44726,4,4,1,5,4,0,0,0,40,39,1
54,4,213686,7,2,3,0,2,1,0,0,40,26,0
53,4,227820,3,4,1,5,4,0,0,0,36,39,0
54,4,108445,15,0,4,1,4,0,0,0,40,39,0
52,6,228916,11,2,3,2,4,0,0,0,40,36,0
52,4,217822,11,0,8,1,4,1,0,0,40,39,0
53,7,572901,15,5,12,1,4,0,0,0,62,39,0
54,4,214259,5,2,1,0,4,1,0,0,51,41,1
55,4,159605,15,0,13,3,0,1,0,0,40,39,0
54,4,287408,11,4,4,1,4,0,0,0,40,39,0
55,4,172789,15,4,10,0,2,1,0,0,40,39,0
52,4,212743,15,0,10,0,3,0,0,0,40,39,0
55,4,156688,1,4,5,4,4,1,0,1775,79,39,1
54,5,192418,9,4,13,4,4,0,0,0,40,39,0
53,4,47845,11,4,3,3,4,1,0,0,40,39,0
53,4,41433,15,4,8,0,4,1,0,0,51,39,0
53,4,207064,11,5,10,0,3,1,0,0,36,39,0
53,4,351062,15,2,4,0,4,1,0,0,63,39,0
54,4,384820,9,2,8,1,2,0,0,0,40,23,1
52,0,335025,7,2,8,5,1,1,0,0,40,39,0
53,6,56740,15,4,8,3,4,1,0,0,40,39,0
54,4,186128,2,2,10,1,0,0,0,0,40,39,0
54,7,138597,8,6,8,0,2,1,0,0,40,39,1
54,4,29939,14,0,10,4,4,1,0,0,50,41,1
54,4,188245,15,2,8,4,4,1,6967,0,50,0,1
53,4,331517,15,0,14,0,4,1,0,0,40,39,1
55,6,231946,15,3,3,1,2,0,0,0,40,39,0
53,4,132963,11,0,6,1,1,0,0,0,40,39,0
55,0,81370,9,5,8,0,4,0,0,0,38,39,0
53,0,233700,11,4,3,1,4,1,0,0,50,8,1
53,0,291554,12,4,3,0,2,0,0,0,40,39,0
54,4,408253,9,3,1,1,1,0,0,0,40,8,0
53,4,95604,11,0,12,0,4,1,0,1775,37,39,0
54,4,498364,15,2,8,1,4,1,0,0,40,39,0
53,4,217777,15,2,6,1,4,1,0,0,51,39,0
53,4,193806,11,5,6,1,4,0,0,0,40,39,0
54,4,141690,11,2,2,1,4,0,0,0,63,39,0
54,4,134678,15,4,0,1,4,0,0,1822,40,1,0
55,4,181360,11,4,14,1,4,1,0,0,80,39,0
52,5,540278,11,2,12,1,4,0,0,0,40,39,0
54,7,207706,15,2,10,1,4,0,0,0,40,39,0
53,4,237000,9,4,3,0,4,0,7193,2135,40,39,0
55,7,122546,15,3,4,1,1,0,0,0,40,39,0
54,6,120402,1,6,12,3,4,1,0,0,89,39,0
53,6,92220,11,2,4,1,2,0,0,0,40,39,0
54,2,142839,11,2,4,1,4,1,0,0,38,39,0
54,4,139858,11,4,8,1,1,0,0,0,40,8,0
54,4,160203,8,2,3,3,4,0,0,0,40,39,0
52,4,182917,7,6,4,1,4,0,0,1785,40,39,0
53,6,154287,8,4,1,1,4,0,0,0,40,19,0
54,4,271450,11,4,8,2,4,1,0,0,62,39,0
53,7,171370,15,4,10,1,4,1,0,0,40,39,0
55,4,329365,13,4,9,1,4,1,0,0,40,24,0
54,4,160980,2,2,12,1,0,1,0,0,40,39,1
54,5,274017,12,2,10,1,4,0,0,0,40,26,0
54,4,195451,1,4,12,5,1,0,0,0,64,39,0
54,4,380088,9,4,8,0,4,0,0,0,37,39,0
54,6,199050,15,4,7,1,4,0,0,0,38,39,0
55,4,179785,9,6,3,4,4,1,0,1774,37,39,0
53,4,130508,15,4,3,0,2,1,0,0,40,0,0
54,2,233110,15,4,6,1,2,0,0,0,51,21,0
52,5,175448,15,5,6,1,0,1,0,0,40,39,0
54,4,144000,11,4,8,1,4,0,0,2152,37,39,0
52,4,224121,11,4,11,1,4,0,62743,0,50,39,0
54,4,108790,0,4,5,0,4,1,0,0,40,28,0
55,4,247490,2,0,12,1,4,0,0,0,63,39,0
52,4,388293,11,4,12,4,2,1,0,0,37,39,1
53,8,263019,11,2,10,1,4,0,0,0,29,39,0
53,4,182203,9,4,1,3,4,0,0,0,41,39,0
53,6,342923,15,2,3,1,2,0,0,0,40,24,0
55,4,180722,14,2,6,0,4,1,0,0,40,39,1
53,4,261558,9,5,4,0,4,1,0,0,24,39,0
55,4,173047,8,4,14,1,2,1,0,2151,37,39,0
52,4,209647,9,2,10,4,4,1,0,2386,40,39,0
53,4,163337,11,0,6,3,4,0,0,0,89,4,0
54,4,97294,15,0,5,1,2,1,0,0,37,39,0
53,4,209247,5,0,1,4,4,1,0,0,41,37,0
53,4,186128,15,4,13,1,1,0,0,0,40,39,0
54,5,230816,1,0,1,1,0,0,6923,0,40,39,0
54,4,261039,11,2,1,4,4,0,0,0,40,39,0
54,4,216226,1,6,10,1,4,0,0,0,49,39,0
53,6,364550,7,6,10,1,2,0,0,0,26,39,0
55,4,21379,15,4,0,4,0,0,0,0,40,39,0
54,4,126953,11,3,13,1,4,0,0,0,51,39,0
54,4,243253,1,2,0,1,1,0,0,0,74,0,0
54,4,147773,11,6,3,3,3,1,0,0,24,39,0
55,4,190626,11,6,3,1,4,1,0,0,37,23,1
52,4,297800,9,0,1,3,4,0,0,0,75,31,1
54,4,231800,11,4,8,3,2,0,0,0,51,39,1
51,4,167220,11,2,10,1,1,0,6251,0,40,26,0
54,5,179984,9,0,14,0,2,0,0,0,40,39,0
54,5,100280,15,0,6,1,4,1,0,2029,40,39,0
53,4,331872,15,3,12,2,1,1,0,0,40,39,1
53,4,328209,9,4,7,2,4,0,0,0,61,8,0
54,4,86327,15,2,4,1,4,0,0,0,37,39,0
53,4,204302,7,4,4,4,4,1,0,0,28,39,0
55,4,71954,9,5,12,1,1,1,0,0,40,39,0
54,4,265000,15,4,3,1,4,0,0,0,65,39,0
53,7,76709,11,2,12,0,4,1,0,0,40,39,0
53,1,194868,11,2,12,1,4,0,0,0,49,39,0
53,4,120601,11,2,3,1,2,0,0,0,40,31,0
55,4,152436,11,0,10,2,4,0,7024,0,29,39,0
54,4,155185,8,4,10,0,2,1,0,0,40,22,0
52,4,168581,9,4,8,1,4,1,0,1791,40,39,0
54,8,288763,1,5,14,5,1,0,0,0,40,39,0
53,7,214785,9,4,7,0,4,0,0,1773,40,39,0
55,4,161996,9,4,10,1,4,0,0,0,40,39,0
53,4,107326,15,0,8,0,4,1,0,0,40,39,0
55,7,255060,11,2,3,0,4,1,6800,0,40,11,0
53,4,48561,11,0,10,3,4,0,0,0,40,30,0
52,6,408671,15,5,12,0,4,1,70517,0,27,39,0
55,0,146205,9,2,1,1,4,1,0,1765,25,39,0
53,4,178672,11,4,3,0,4,0,0,0,62,39,1
53,6,61964,15,5,10,5,3,0,0,0,41,39,0
52,4,179051,7,3,12,1,4,0,0,1818,40,39,0
55,4,206426,1,0,11,0,4,0,0,0,62,6,0
53,4,179465,11,2,8,4,4,0,0,0,36,39,0
54,4,260988,15,2,10,1,4,1,0,0,40,39,0
54,6,366748,1,4,7,1,1,0,0,0,38,39,0
53,2,175502,9,2,8,5,4,1,0,0,51,39,0
53,4,296868,9,4,7,1,1,1,0,0,62,39,1
55,1,322371,11,4,6,1,4,0,0,1775,40,39,0
53,4,198161,0,4,12,4,4,1,0,1772,40,39,0
54,5,188530,11,1,12,0,2,0,0,0,40,39,0
55,4,171883,9,4,1,1,4,0,0,0,51,39,0
54,0,200288,9,2,10,1,4,0,0,0,40,39,0
53,4,207544,5,4,7,2,2,1,0,0,87,39,0
55,6,171861,15,0,2,0,4,0,0,0,50,14,1
53,4,199005,0,4,10,1,4,1,0,0,40,18,0
53,5,196121,11,0,1,2,4,0,0,1796,40,39,0
52,4,668334,11,2,14,1,4,0,0,0,40,26,1
53,4,96133,11,2,13,1,4,0,0,1744,37,39,0
54,5,209142,7,2,4,0,4,0,0,0,51,39,0
53,4,41079,0,0,10,4,4,1,0,0,40,39,0
54,4,193012,11,4,7,0,2,1,0,1789,40,39,1
55,6,180218,9,4,7,1,2,0,6577,0,37,39,0
55,4,166394,15,4,6,1,2,0,0,0,40,39,0
55,4,112300,12,2,10,0,4,0,0,0,65,39,0
52,4,322772,15,4,10,1,2,0,0,0,40,39,1
53,4,84376,11,0,7,5,1,1,0,0,40,39,0
54,5,47074,9,0,3,0,4,0,0,0,62,39,0
53,4,134039,12,0,0,3,4,1,0,0,40,39,0
53,4,228909,9,0,4,1,4,1,0,0,40,16,0
53,2,149618,11,2,1,1,4,1,6020,0,40,39,0
54,4,180495,11,0,5,3,4,0,0,0,40,26,0
53,4,196228,9,2,6,5,4,0,0,0,37,39,0
55,1,147282,11,5,8,4,4,0,0,0,40,39,0
54,4,162436,9,4,4,0,4,0,0,0,40,39,0
54,4,180591,11,2,0,0,4,1,0,0,40,23,0
54,6,208688,15,0,1,1,1,1,0,0,40,39,0
53,4,116722,9,2,8,4,2,1,0,0,49,39,0
55,6,74611,11,4,12,1,4,1,0,0,50,39,0
52,4,236672,9,2,8,1,4,1,0,0,65,39,1
53,4,148670,9,0,4,0,4,0,0,0,40,39,0
54,4,168633,11,2,7,3,4,0,0,0,40,39,0
54,4,305735,7,2,9,3,3,0,7010,0,40,39,0
53,4,227340,15,4,10,1,4,0,0,0,40,36,0
54,1,149433,15,4,4,3,4,0,0,0,40,39,0
54,4,86475,0,4,10,4,4,0,0,1734,40,39,1
54,6,293104,9,0,4,4,4,0,0,0,37,39,1
52,8,211161,11,2,13,1,4,1,5858,0,40,39,0
51,4,371414,9,0,10,2,0,1,0,0,40,39,0
54,5,186738,15,0,12,1,2,0,0,1762,40,39,1
53,2,145800,9,4,8,1,4,1,0,2237,40,39,0
54,4,97844,9,0,6,0,4,0,0,0,40,39,0
54,4,200139,9,2,14,1,1,1,0,0,27,0,0
54,4,126657,9,2,1,1,4,0,0,0,40,39,0
54,4,165235,5,2,4,0,4,0,0,0,40,0,0
54,4,420908,7,2,10,1,1,0,0,0,66,39,0
53,4,209183,13,5,10,0,4,1,0,0,50,39,0
54,1,208422,9,4,10,1,4,0,0,0,40,39,0
53,4,106026,11,3,12,0,0,0,0,0,40,39,1
54,4,169483,13,4,1,1,4,0,0,0,51,39,0
54,7,152735,11,4,4,0,4,1,0,0,40,39,0
54,6,98192,8,4,10,4,4,1,0,0,50,39,0
51,0,188613,11,0,3,3,4,0,0,0,40,39,0
53,5,105568,13,4,4,1,4,0,0,2011,40,0,0
52,4,295412,15,0,10,1,4,1,0,0,64,39,0
54,4,111591,9,5,12,1,4,1,5871,0,25,39,0
52,5,347536,1,0,3,1,4,0,6612,0,40,39,0
53,4,196389,9,4,1,0,2,1,0,1797,40,39,0
54,4,379355,11,0,10,1,1,1,0,0,84,39,0
54,4,191308,1,4,12,1,4,0,0,0,40,39,0
54,6,182197,12,2,10,3,4,0,0,0,40,39,0
54,7,202797,9,5,6,1,1,1,0,0,40,33,0
55,6,281909,12,4,12,1,3,0,0,0,51,39,0
54,4,152058,12,0,4,1,4,1,0,0,29,26,0
55,4,161936,1,2,10,1,4,1,0,0,40,39,0
53,2,144174,11,1,12,2,4,1,0,0,40,39,1
54,4,152084,9,0,11,0,4,0,0,0,37,39,0
54,4,165453,11,2,3,1,1,0,0,0,40,39,0
54,0,411025,15,0,8,1,4,1,0,0,40,39,0
52,4,418194,15,4,10,3,1,1,0,0,26,39,0
53,4,255882,12,2,1,4,2,1,0,0,51,39,0
52,4,171100,15,3,10,1,4,0,0,1724,40,22,0
54,4,192825,9,2,1,0,1,1,0,0,40,39,0
53,4,115685,11,4,4,1,2,1,0,0,36,39,1
53,4,52875,15,4,0,1,4,0,0,0,40,39,0
53,2,104407,15,2,1,1,4,0,0,0,40,37,0
54,4,327907,15,4,12,1,1,0,0,0,27,6,0
53,4,173669,11,0,12,3,0,0,0,0,40,7,0
53,4,547999,11,2,4,1,0,0,0,0,40,39,0
53,4,396673,11,4,0,1,4,0,0,0,40,39,0
55,4,105257,11,4,6,0,4,0,0,0,40,39,0
53,4,227804,9,2,6,1,1,1,0,0,40,39,0
53,4,294442,11,2,12,3,4,0,0,0,40,39,0
55,4,31507,11,0,3,0,4,0,0,2110,40,39,0
54,4,65903,15,2,1,3,4,1,0,0,25,39,0
54,7,90926,15,4,4,1,2,1,0,0,40,39,0
54,6,245414,15,0,10,5,4,0,0,0,51,39,0
53,4,120974,11,0,11,5,4,1,6761,0,40,39,0
53,4,136915,12,2,11,1,4,0,0,0,50,39,1
56,4,156834,9,4,12,1,2,1,0,0,41,39,1
55,6,470808,11,0,4,2,4,0,0,0,51,8,0
53,4,218384,8,2,3,3,4,1,0,0,40,26,1
53,2,80820,9,2,10,1,1,1,0,0,40,39,0
53,4,179835,1,4,10,3,4,1,0,0,40,39,1
54,1,253878,9,2,12,1,4,0,0,0,40,39,0
52,4,385556,11,0,12,0,1,0,6619,0,39,39,0
52,4,191645,15,0,6,1,0,1,0,1816,36,39,0
55,4,166854,12,0,8,0,4,1,0,0,40,39,0
53,4,180046,11,0,0,4,4,0,0,0,40,39,0
53,7,105838,15,4,10,1,4,0,0,0,50,39,0
54,2,446131,11,4,13,1,4,0,0,0,40,39,0
53,4,158654,11,0,3,0,4,1,0,0,27,39,0
53,4,58063,15,4,6,4,4,0,0,0,25,39,0
54,4,183403,15,2,10,4,4,0,0,0,50,39,0
54,4,377776,15,2,10,5,4,0,0,0,40,4,0
