age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
32,7,114524,9,2,8,5,4,0,0,1812,50,39,0
32,7,182036,11,1,3,3,4,0,0,0,40,0,0
31,4,57007,9,4,10,0,4,0,0,0,40,39,0
31,4,102633,0,4,12,4,4,0,3636,0,40,39,0
31,4,181536,0,5,14,1,2,1,0,0,27,39,0
32,4,41164,11,0,4,0,4,1,0,0,50,39,0
33,2,61767,1,4,5,1,4,0,0,0,40,39,0
33,4,190489,15,2,12,3,4,0,0,0,40,39,0
33,1,119219,11,4,13,5,4,0,0,0,40,39,0
33,4,50648,11,4,10,1,4,0,4468,0,26,0,0
31,4,336503,11,4,4,0,4,1,0,0,40,39,0
33,4,98114,9,4,1,0,4,0,0,0,40,39,0
31,4,166252,1,6,1,0,4,1,0,0,26,39,0
33,4,96284,8,4,0,0,4,1,0,0,40,39,0
31,2,36998,9,0,4,4,4,0,0,2256,40,39,0
34,4,127997,7,2,5,1,4,0,4759,0,40,39,1
31,4,247047,9,4,10,4,4,1,0,0,27,39,0
35,4,339347,11,6,10,1,4,0,0,0,40,39,0
33,4,57826,15,2,3,0,4,0,0,0,40,31,0
30,4,178904,11,2,7,0,4,0,4437,0,40,39,0
32,4,188585,15,4,11,4,4,0,0,0,26,39,1
33,4,403619,11,2,4,1,4,1,0,0,63,39,0
32,4,113535,11,0,4,1,4,1,0,0,40,39,0
34,4,199435,1,2,5,0,4,1,0,0,40,39,0
32,6,245794,9,4,5,1,4,0,0,0,50,39,0
33,4,196051,15,6,7,0,4,0,4632,0,40,39,0
32,4,288020,6,4,4,4,4,0,0,0,40,39,0
34,4,115846,15,4,9,3,4,1,0,0,40,39,1
33,2,330783,12,4,5,2,4,0,0,0,40,39,1
31,7,247855,8,0,1,1,4,0,0,0,40,39,0
33,4,292923,10,2,8,1,4,0,0,0,40,39,1
31,4,252538,11,0,0,0,4,1,0,1802,50,39,0
33,6,183597,2,0,8,3,4,1,0,0,40,39,0
33,4,49238,9,4,12,1,4,1,0,0,40,39,0
32,6,55238,11,4,4,0,4,0,0,0,40,39,0
31,4,134698,2,0,6,4,4,1,4746,0,63,39,0
29,4,166968,15,4,8,2,4,1,0,0,40,39,0
34,4,187061,9,0,8,0,4,1,0,0,62,39,0
33,5,195286,12,0,8,1,4,1,0,0,40,39,0
34,4,350430,15,2,10,4,4,1,0,1807,37,39,1
30,4,111867,15,2,9,5,4,1,0,0,82,39,0
32,4,187265,15,2,1,0,2,1,0,0,40,39,0
33,5,278688,11,2,6,0,4,0,0,0,27,39,1
31,4,40554,7,2,12,1,4,1,0,0,26,39,0
30,4,240911,5,2,8,0,4,1,0,0,40,39,0
32,4,375608,9,4,0,1,4,1,5756,0,37,39,0
33,4,195792,9,4,8,5,4,1,0,0,50,39,0
34,4,92359,15,0,3,1,4,0,3917,0,84,39,1
33,4,208397,15,4,12,0,4,1,0,0,40,39,1
32,0,45689,15,4,1,1,4,0,0,0,26,39,0
33,4,45642,15,2,8,1,4,0,0,0,40,39,1
30,4,328028,11,2,5,0,4,0,0,0,40,39,0
32,4,272711,11,4,10,3,4,1,0,0,51,39,0
31,7,188928,8,4,8,1,4,1,0,0,40,39,1
33,4,37017,11,4,12,5,3,0,0,2161,50,39,0
34,4,313773,9,4,12,1,4,0,0,0,40,39,0
31,4,295730,9,4,14,3,4,0,0,0,40,39,1
31,0,44122,15,2,3,0,4,1,0,0,40,39,1
32,4,32939,15,4,12,4,4,1,0,0,26,39,0
32,2,177487,11,4,0,1,4,0,0,0,40,39,0
34,0,117129,11,4,4,4,4,1,0,0,40,39,0
30,1,107856,15,4,7,1,4,1,0,0,50,39,0
32,4,275211,11,2,12,3,4,1,0,0,63,39,0
30,2,186844,15,1,8,1,1,1,6314,0,26,39,0
32,7,245557,10,2,10,4,4,1,0,0,51,39,0
30,1,280208,9,5,12,3,4,1,0,0,26,39,0
32,4,94157,0,4,12,1,4,1,0,0,40,39,0
32,5,239588,8,0,3,5,4,0,0,0,40,39,0
32,4,340887,2,4,10,0,4,0,0,0,50,39,0
31,4,106908,7,2,1,1,4,1,0,0,40,39,0
32,4,235910,11,0,10,2,4,0,3764,0,40,39,0
33,4,266824,15,4,12,5,4,1,55549,0,37,39,0
29,6,39642,9,0,1,5,4,0,0,0,50,39,0
33,0,207165,11,4,3,1,4,0,50784,0,40,39,0
32,4,293847,5,0,3,3,4,1,0,2170,40,39,0
33,4,344847,8,6,10,0,4,1,0,0,27,39,1
34,4,71075,1,2,1,0,4,0,0,0,27,39,0
34,4,187946,9,2,4,1,4,1,0,2154,27,26,0
32,2,424149,15,4,1,0,2,1,0,0,50,39,0
33,0,195662,11,2,12,1,4,1,0,0,63,13,0
33,4,116846,7,4,1,1,4,1,0,0,27,39,1
31,2,98041,8,4,4,0,3,1,0,0,37,39,0
33,6,196443,9,4,7,1,4,0,0,0,40,39,0
33,4,318574,11,2,14,1,4,0,0,0,40,39,0
33,4,45696,11,2,1,3,4,0,0,1810,40,39,0
33,4,177738,11,6,4,1,4,0,51303,0,40,39,0
30,1,273655,9,2,3,3,4,1,0,0,40,39,0
33,4,122872,11,4,14,0,4,1,0,0,37,39,0
30,4,303219,1,4,1,4,2,1,0,0,26,39,0
33,4,198673,13,2,10,4,4,0,0,0,81,39,0
33,7,70039,11,6,5,5,4,1,0,0,40,39,0
31,4,333926,9,2,10,5,4,0,0,0,40,39,0
32,4,105462,15,5,8,0,4,0,0,0,40,39,0
34,4,278957,11,2,0,4,0,1,0,2111,80,39,0
32,4,316195,0,0,4,1,4,1,0,0,40,39,0
34,7,275550,11,4,4,4,4,1,0,0,27,39,0
33,6,181729,2,4,10,4,4,0,3790,0,40,39,0
32,4,118558,9,4,3,1,4,0,0,0,27,39,0
31,0,102272,11,4,10,0,4,0,0,0,40,39,0
33,4,189269,15,2,0,1,4,0,0,0,40,39,1
32,4,194408,9,2,8,4,4,0,0,0,63,39,0
33,0,116718,15,4,8,0,4,1,0,0,50,39,0
30,4,167857,10,2,10,0,4,1,5243,0,25,39,0
32,7,124717,15,0,1,4,4,1,0,0,40,4,0
34,2,197008,11,4,3,4,4,0,0,1768,40,39,0
32,4,191736,9,4,12,2,4,0,0,0,37,39,0
32,4,123294,12,4,8,4,4,0,0,0,62,16,1
33,4,188578,7,4,13,4,4,0,0,0,51,39,0
32,5,183485,15,5,0,4,4,0,0,0,28,39,0
31,4,100142,8,4,12,0,4,0,0,0,26,39,0
33,4,195478,11,4,7,0,4,0,0,0,40,39,0
32,4,169227,11,2,0,4,4,1,0,0,25,39,0
30,4,101150,15,4,1,1,4,1,0,0,37,39,0
32,4,115352,9,0,1,1,4,0,0,0,51,39,0
31,0,168704,9,2,4,0,4,0,0,0,40,26,0
31,4,365903,11,4,13,0,4,0,0,1772,40,39,1
31,4,197417,9,4,3,0,1,0,0,0,40,26,0
33,7,202942,7,2,1,3,4,1,0,0,51,39,1
32,6,184926,3,4,4,4,4,1,0,0,62,39,0
32,0,126007,10,0,3,3,4,1,0,0,50,39,0
31,4,27748,15,4,1,4,4,1,0,2090,40,39,0
32,4,176022,6,5,1,3,4,0,0,0,50,39,0
33,4,58793,11,2,8,0,4,1,0,0,37,39,0
31,6,91222,7,0,12,0,4,1,0,0,81,39,1
31,6,37731,15,4,10,1,4,1,5400,0,37,39,0
31,4,179524,11,0,12,1,4,1,0,0,50,39,0
31,4,184872,0,2,14,5,4,1,0,0,27,39,0
31,4,93770,11,2,1,4,4,0,0,0,26,39,1
31,1,54460,11,3,1,4,4,1,0,1800,50,39,1
33,4,406865,9,4,0,5,4,0,0,0,27,39,1
31,4,117402,9,2,12,0,4,1,0,0,40,39,0
32,0,118522,11,4,8,1,4,0,0,0,40,39,0
32,4,200049,15,2,1,4,4,1,0,0,40,39,0
34,4,219540,11,2,10,1,4,0,0,0,40,39,0
30,4,103260,11,2,0,5,2,0,0,0,40,39,0
31,4,187567,9,2,10,1,4,1,0,0,40,39,0
32,5,302742,8,4,3,4,4,1,0,0,50,39,0
31,7,184610,7,0,3,3,4,1,0,0,40,39,1
33,4,56049,0,0,8,4,4,0,0,0,40,10,0
31,4,271352,11,2,8,0,4,0,0,1796,50,39,0
31,4,102466,11,4,10,3,4,0,0,0,37,39,0
34,4,188834,11,2,6,3,4,0,0,2061,40,39,0
33,4,359764,11,2,1,5,4,0,51006,2008,24,4,0
33,4,188561,15,2,0,4,4,0,0,0,50,39,0
33,2,36702,15,4,10,1,4,1,0,0,40,39,0
30,1,161682,9,4,10,3,4,1,0,0,40,39,0
33,4,187129,9,0,12,4,4,1,0,0,50,39,0
33,4,187038,14,2,10,4,4,1,0,0,40,26,0
33,4,136811,11,4,4,3,4,0,58415,1801,27,39,0
32,6,188116,11,2,12,0,4,1,0,0,40,39,0
33,4,65754,15,2,3,1,4,0,4379,0,26,39,0
31,4,121093,15,6,8,2,4,0,0,0,27,39,0
32,1,260968,11,4,4,0,4,1,0,1785,25,39,1
31,4,189319,0,2,0,5,4,0,0,0,40,39,1
32,6,63804,2,2,12,5,4,1,0,0,38,39,0
33,4,119298,8,4,14,3,4,0,0,0,51,26,0
32,4,248680,9,5,4,5,4,1,0,0,40,39,0
32,6,277753,11,2,8,3,4,0,0,0,40,39,1
32,2,341809,15,2,3,3,4,1,0,0,63,39,0
32,4,51557,15,4,7,1,4,1,0,0,50,39,0
33,6,318062,0,4,10,0,4,0,0,0,40,39,0
32,4,190261,9,2,3,2,4,0,0,0,25,39,1
33,6,298055,9,2,6,1,4,1,0,0,51,39,0
33,4,50149,10,0,12,1,4,0,0,0,37,39,0
30,4,194393,11,2,13,0,4,1,0,0,37,39,1
32,6,196584,11,0,3,3,4,1,0,0,63,39,0
33,0,290760,11,0,3,0,4,1,0,1785,37,8,1
33,4,292391,15,4,0,4,4,1,0,0,40,39,0
32,4,45880,1,4,7,4,4,0,0,0,62,39,0
31,4,104353,12,0,13,3,4,1,0,0,37,39,0
31,8,103265,7,0,8,4,2,0,0,0,40,39,0
31,2,180596,14,4,1,5,4,1,0,0,38,39,0
30,1,241944,12,6,13,1,4,1,0,0,50,39,0
33,4,63194,15,2,1,1,4,1,0,0,40,39,0
33,4,184346,15,4,3,4,4,0,0,0,62,39,0
32,4,104272,11,2,12,0,4,0,0,0,40,39,0
32,4,383472,13,4,10,1,4,0,0,0,40,39,1
33,6,111827,15,0,8,2,4,1,0,0,40,39,1
33,5,74501,9,2,0,4,4,0,0,0,26,39,0
32,1,191574,9,2,12,0,4,1,4495,0,40,39,0
31,4,181273,11,4,1,0,4,0,0,0,50,39,1
31,4,43422,9,0,8,1,4,1,0,0,82,39,1
32,4,239087,5,0,3,3,4,0,0,0,78,39,0
32,4,57448,15,4,10,1,4,1,0,0,40,39,0
29,4,28434,9,2,8,4,4,0,0,0,40,39,0
31,4,308003,15,2,11,1,4,1,0,0,50,39,0
35,0,192536,9,4,5,3,4,1,0,0,40,39,0
32,4,171523,15,4,10,1,4,1,0,0,51,39,0
35,4,132621,9,6,7,3,4,1,0,0,28,39,1
32,4,190898,11,3,10,0,4,0,0,0,40,39,1
31,4,67580,11,0,4,3,4,1,0,0,40,39,0
32,6,251399,9,4,6,5,4,0,0,0,28,39,0
33,7,200600,11,2,1,0,4,1,0,0,40,39,0
32,4,263380,15,0,10,4,4,1,0,0,40,39,0
33,2,199679,15,2,11,0,4,1,0,2169,25,39,0
33,4,202278,5,2,3,1,4,0,0,0,37,39,0
31,4,170506,15,4,10,4,3,0,0,2142,62,39,0
31,7,39821,8,4,3,2,4,0,0,0,25,39,0
33,4,324704,15,4,5,2,4,1,0,0,38,39,1
33,4,68520,0,5,3,0,4,0,0,0,40,39,1
30,6,48689,6,4,3,4,4,0,0,0,63,39,0
34,4,118601,9,4,8,0,4,0,0,0,40,39,0
33,8,191140,9,4,6,4,2,1,0,0,37,39,0
33,2,192706,15,0,6,0,2,1,0,0,40,39,0
34,4,56469,9,2,8,4,4,0,5174,0,50,26,0
31,4,180551,12,6,7,4,4,1,0,0,37,39,1
32,4,56323,11,4,8,2,4,0,4878,0,40,39,0
33,4,279296,4,2,3,3,4,1,0,0,40,39,0
33,4,188278,11,4,5,2,4,0,0,0,83,39,0
32,4,186097,15,6,1,4,1,1,0,0,40,39,0
32,6,180807,15,2,8,1,4,0,0,0,37,39,0
33,4,56466,9,3,12,1,4,0,4931,0,51,39,0
32,4,204155,11,2,4,4,4,1,0,0,37,39,0
32,4,33428,15,6,5,0,4,0,0,0,26,39,0
32,2,372510,11,0,5,4,2,0,5001,0,40,39,0
33,6,124570,11,4,1,3,4,1,0,0,27,39,1
32,4,176006,15,4,8,4,4,1,0,0,26,39,0
32,4,259833,9,4,7,4,4,0,0,0,40,39,0
32,0,181065,15,4,5,0,4,1,0,0,40,39,0
32,6,179037,11,6,14,0,4,0,0,2295,50,16,1
31,4,187225,9,4,0,4,4,1,0,0,40,39,0
33,4,54748,9,0,10,0,4,1,0,0,37,39,0
32,4,179799,11,2,11,5,4,0,0,0,51,33,1
32,1,203385,15,2,4,1,4,0,0,0,40,39,0
30,5,184377,9,0,10,5,4,0,0,1809,50,39,0
32,4,192479,9,4,8,5,4,1,0,0,40,39,0
32,7,193003,9,6,0,3,4,1,0,0,25,39,0
32,4,42562,15,4,6,0,4,0,0,0,40,39,0
29,4,42476,15,4,11,3,4,1,0,0,50,16,0
33,1,283226,15,4,3,1,4,1,0,0,26,39,0
31,4,47593,11,2,10,4,4,0,0,0,40,39,0
32,4,109739,15,4,0,0,2,1,0,1756,63,39,0
32,1,203317,8,4,10,0,4,1,0,0,51,39,0
32,4,125792,11,3,8,5,4,0,0,0,37,39,0
33,7,144986,9,6,8,1,4,1,0,0,51,39,0
31,4,184510,9,4,0,3,4,1,0,0,40,39,0
33,4,117904,12,4,10,0,4,1,0,0,51,39,0
34,0,290617,11,0,14,0,4,0,0,0,40,28,0
33,4,66210,15,2,8,5,4,1,0,0,40,39,0
31,4,172454,11,0,3,1,4,0,0,0,37,39,0
29,4,107443,11,4,12,1,4,0,0,0,40,39,0
32,4,41078,15,4,8,1,4,0,0,0,50,39,0
33,4,57308,11,2,8,4,4,1,4974,0,40,39,0
32,4,181931,15,0,1,1,4,1,3628,0,50,39,0
31,4,185196,1,4,8,0,4,1,0,0,40,39,1
32,4,169278,14,2,4,4,4,1,0,0,40,39,0
31,4,315001,15,2,12,1,4,0,0,0,27,39,0
32,0,26491,9,4,12,1,4,0,0,0,25,39,0
32,4,94909,15,2,13,4,4,1,0,0,26,39,0
33,0,309361,15,4,8,5,4,1,0,2213,27,26,0
32,6,179943,11,4,7,0,4,0,0,2237,62,39,0
34,4,192048,9,4,6,1,1,0,0,0,51,39,0
32,7,99023,11,4,10,3,4,1,59251,0,40,39,0
33,6,292314,14,2,3,5,4,0,0,0,26,39,0
33,6,199046,15,4,6,2,1,1,0,0,63,39,0
32,4,112334,11,3,0,0,4,0,0,0,40,0,0
30,4,112427,2,4,10,4,4,0,0,0,40,39,0
35,4,321158,15,0,14,2,4,1,0,0,27,4,1
30,4,98708,15,2,12,3,4,1,0,0,40,39,0
31,4,176543,15,2,13,0,2,0,0,0,27,39,1
32,4,242910,9,0,5,4,4,0,0,0,26,39,0
33,4,103882,11,2,8,0,1,0,0,0,63,39,0
32,1,121431,11,6,0,1,4,1,0,1791,40,39,0
31,4,288204,15,0,12,2,4,1,0,0,27,39,1
33,6,200008,7,4,8,5,4,0,0,0,40,39,0
31,4,182627,7,4,12,0,4,1,0,1778,40,39,0
34,4,286346,13,2,3,1,4,1,0,0,40,39,0
32,0,182332,9,2,12,5,4,1,0,0,40,39,1
32,4,299241,9,2,8,2,4,1,0,0,40,39,0
33,4,424144,11,4,1,0,4,0,5729,0,25,39,0
32,6,180254,11,5,1,3,4,0,0,0,50,39,0
32,4,295474,11,0,12,0,4,1,0,2143,40,39,0
33,2,204722,11,5,1,0,2,0,0,0,26,39,0
33,6,201209,11,4,8,1,4,0,0,1765,50,39,0
31,4,244855,15,5,7,0,4,1,0,0,50,39,0
31,4,176661,5,4,10,4,4,0,0,0,26,39,0
32,0,185207,11,0,10,1,4,0,0,1811,40,39,0
32,0,193811,9,2,8,1,4,0,5912,0,40,39,0
31,4,286533,5,4,8,1,4,1,0,0,40,39,0
30,0,249363,8,2,5,2,4,0,0,0,40,39,0
30,4,277815,9,4,10,0,2,1,0,0,40,39,0
34,4,120439,9,2,8,0,4,0,0,0,26,39,0
33,7,239692,11,4,9,1,1,1,56637,0,62,21,1
32,6,312244,11,4,10,0,4,1,0,0,40,33,1
32,4,172329,5,4,12,1,4,0,0,0,40,26,0
33,4,64769,11,4,11,1,2,0,0,0,37,28,0
31,4,173020,9,2,8,4,4,1,0,0,26,39,0
33,4,105176,9,4,5,3,4,0,0,0,27,39,0
32,1,396721,11,0,10,1,4,1,0,0,50,39,0
31,8,192388,9,2,10,3,2,1,0,0,40,39,0
33,6,117405,15,4,3,5,4,1,6007,0,40,39,0
32,7,257873,0,4,4,5,4,1,0,0,37,39,0
32,4,174065,15,4,3,1,4,0,0,0,40,39,0
33,4,74988,11,2,3,0,4,1,0,0,51,0,1
33,1,46448,13,4,4,0,4,0,0,0,40,39,1
32,2,101285,11,0,12,4,4,1,0,0,50,39,1
33,4,185883,6,2,3,0,4,0,5268,0,40,39,0
34,0,176651,11,4,3,5,4,1,0,0,51,39,0
32,4,172432,15,3,12,0,0,0,0,0,40,39,0
31,4,48993,11,4,12,1,4,1,0,0,51,39,0
32,4,300195,15,4,1,3,4,1,4284,0,27,39,0
32,4,191712,11,2,3,0,4,0,0,0,40,39,0
33,4,132396,9,2,14,3,4,0,4295,0,40,39,0
32,4,180222,1,2,8,0,4,1,4797,0,40,28,0
32,4,119299,11,2,0,0,4,1,5780,0,40,39,1
33,4,177826,11,2,12,4,4,1,0,0,40,39,0
33,7,113942,5,4,0,4,4,1,0,0,40,39,0
34,4,185052,11,2,10,0,1,0,0,0,50,39,0
32,0,267144,15,2,12,1,4,1,0,0,26,39,0
31,4,187955,6,2,0,4,4,1,0,0,50,39,0
32,4,121790,11,2,12,4,1,0,0,0,26,39,0
34,4,183914,9,2,10,0,2,0,0,0,51,26,1
32,4,279114,11,2,10,4,4,0,0,0,40,39,0
32,4,190361,12,6,14,1,4,0,4786,0,40,39,1
32,4,95745,0,2,5,5,4,0,0,0,27,39,0
34,4,49713,0,4,8,3,4,0,0,0,24,39,0
31,4,325105,8,0,5,1,4,1,0,0,28,39,0
32,2,191009,9,2,10,4,4,1,0,0,40,39,0
34,5,272454,13,0,12,0,2,0,0,0,62,39,0
31,4,207226,11,2,12,4,4,0,0,0,27,39,0
32,7,301910,9,2,12,4,3,0,0,0,40,39,0
31,4,187947,11,5,12,4,4,0,0,0,37,39,0
32,4,177219,15,4,3,1,3,1,0,0,26,39,1
29,4,220985,11,4,1,1,4,0,0,0,26,39,0
32,4,321444,15,4,1,1,4,1,0,0,63,39,0
33,4,306238,15,2,14,4,4,0,0,0,26,39,0
31,4,171373,6,2,12,3,4,1,0,0,37,39,0
33,4,52700,11,0,1,4,4,1,5445,0,40,33,0
32,4,252271,11,2,12,1,4,0,0,0,83,39,1
30,4,233984,11,4,8,0,4,1,0,0,26,30,1
33,4,188276,12,2,12,3,4,1,0,0,40,39,1
32,4,192045,11,5,2,1,4,1,0,0,37,39,0
33,4,59989,9,2,1,1,4,1,0,0,40,39,0
33,5,121784,0,4,8,0,4,0,0,0,27,39,0
31,7,106810,11,2,0,1,2,0,0,0,37,39,0
30,2,181559,9,2,8,1,4,1,0,0,50,39,0
31,2,53559,11,2,0,4,4,0,0,0,50,39,0
33,7,263505,11,6,10,1,4,1,0,0,40,39,0
31,6,466748,9,2,3,0,4,1,0,0,40,39,1
32,4,185272,11,0,1,4,4,0,0,0,26,39,0
31,6,243817,9,0,4,1,4,1,5410,0,40,39,0
32,4,259633,11,4,8,1,4,1,0,0,40,39,0
32,1,108782,11,4,4,2,4,1,0,0,40,39,0
31,6,183587,11,2,0,1,4,0,0,0,26,39,1
32,7,309352,7,4,7,0,3,1,0,0,40,39,1
33,4,301240,11,0,12,0,4,1,0,0,24,39,0
33,4,314062,15,4,10,4,4,1,0,2172,25,39,0
31,4,264286,15,4,4,0,4,0,0,0,51,39,0
32,6,113418,11,0,8,3,4,0,0,0,40,39,0
33,4,176985,11,0,14,3,4,1,0,0,50,9,0
33,0,51668,11,4,12,0,4,1,0,0,40,26,0
31,0,313818,9,3,4,4,0,1,0,0,63,39,1
31,4,113197,6,4,8,1,4,1,0,0,24,39,1
33,4,112509,5,2,5,1,4,1,0,0,37,39,0
30,1,183417,7,2,4,5,4,1,0,0,40,39,0
32,4,278634,0,2,1,0,1,0,0,0,26,39,0
36,4,336559,11,2,4,0,4,1,5352,0,83,39,1
