age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
43,4,190082,15,2,0,0,4,0,0,0,49,39,0
43,0,300049,9,2,1,2,4,0,0,1722,45,39,0
42,4,175973,9,4,10,2,4,0,0,1868,50,39,1
40,4,375932,6,2,3,0,4,1,0,0,16,39,1
41,1,360949,15,4,8,0,4,0,0,0,33,39,0
42,0,75215,11,0,1,1,4,1,0,0,21,39,1
40,2,50471,9,3,1,2,4,0,0,0,34,39,1
43,6,435076,11,1,4,0,4,1,0,0,40,39,1
40,5,63480,9,2,8,1,4,1,0,0,49,39,0
42,8,168268,9,6,6,3,4,1,0,0,40,39,0
40,6,68962,5,4,10,1,4,0,0,0,40,39,1
40,5,67269,9,0,6,0,4,1,0,0,40,39,0
42,4,182066,0,1,0,0,4,1,0,1753,51,39,0
42,8,191844,9,4,14,3,4,0,0,0,58,39,0
42,4,196352,15,5,3,3,4,1,0,0,40,39,1
38,5,255022,13,4,3,0,2,0,0,0,44,39,0
42,4,188906,9,0,14,4,4,1,0,0,60,39,0
43,2,278834,11,4,12,4,4,1,0,1813,40,8,0
41,1,184881,11,3,3,1,4,1,0,0,50,13,1
41,6,197257,9,4,13,1,4,0,0,0,40,39,0
43,6,278399,9,2,12,0,4,1,0,0,49,39,0
42,6,80542,9,0,4,0,4,1,0,0,49,31,0
41,6,309550,3,0,13,1,0,1,0,0,40,39,1
39,7,144741,3,4,8,5,4,0,0,0,40,39,0
44,4,98528,11,4,10,1,4,0,0,0,15,39,0
43,7,73308,9,4,14,5,4,0,0,0,49,39,1
41,4,201966,3,4,6,1,0,1,0,0,40,39,1
43,1,194781,5,2,1,0,4,0,0,0,40,39,0
41,6,190771,15,4,14,1,4,1,0,1788,40,39,1
39,1,356240,8,1,12,1,4,1,0,0,40,39,0
40,2,185115,11,2,8,1,4,0,0,0,35,39,0
44,6,86269,15,0,2,1,4,0,0,0,36,14,1
40,8,310905,11,4,1,0,4,1,0,0,40,39,0
41,2,147944,9,0,8,0,4,1,0,0,40,39,0
42,4,195810,9,6,4,1,4,1,0,0,40,8,1
38,2,174903,13,2,8,0,4,0,0,0,38,24,0
43,8,493432,15,2,3,1,4,1,0,0,23,39,0
42,4,427846,1,2,1,1,4,1,0,0,51,25,0
43,1,158891,7,6,10,0,4,1,0,1736,40,36,0
42,1,309321,1,4,4,2,1,0,0,0,50,39,1
42,5,159389,9,4,6,4,4,1,0,0,16,39,0
44,6,197778,0,4,10,1,4,1,0,0,40,39,0
43,1,196736,15,3,4,0,4,1,0,1775,40,39,0
41,1,392915,9,0,1,2,2,0,0,0,40,35,1
40,6,305231,15,4,12,0,4,0,0,2916,22,39,1
40,6,294461,9,4,2,1,4,1,0,1857,40,39,1
43,6,330659,5,5,9,1,4,1,0,0,40,39,0
41,4,188341,15,2,10,1,4,1,0,0,49,39,0
40,1,180342,15,4,13,4,4,0,0,0,33,39,1
44,4,192841,8,4,14,5,4,1,0,0,70,35,0
41,6,74329,11,2,1,3,4,0,0,0,40,39,1
42,8,320159,7,0,7,3,4,0,0,0,36,39,0
42,5,175338,11,2,7,0,4,0,0,0,44,39,1
43,4,454799,9,3,5,4,4,1,0,0,35,39,1
42,6,179378,9,2,0,1,4,1,0,0,64,25,0
41,7,64126,11,2,4,0,4,1,0,0,36,39,0
42,4,194843,6,4,12,0,4,0,0,1928,40,39,1
42,1,279997,9,4,0,3,4,0,0,0,40,14,0
42,8,341166,15,2,9,0,4,0,35900,1816,50,39,0
41,1,175773,15,3,1,0,4,0,0,0,49,39,0
43,4,289089,4,2,1,1,3,0,2866,0,49,39,1
41,6,282387,15,4,3,1,0,1,0,0,40,39,0
40,7,322901,9,6,12,1,4,1,51563,0,40,39,0
42,4,173549,15,4,7,4,3,1,0,0,40,39,1
43,7,295609,3,4,7,2,4,0,1703,0,40,39,0
42,4,86985,7,5,10,1,4,0,0,0,23,39,0
41,7,322438,15,2,4,0,4,1,0,0,15,19,0
40,7,317726,13,4,3,1,4,1,0,0,40,39,0
41,1,205760,11,4,10,3,2,1,0,0,50,39,0
43,8,458783,9,3,4,0,2,0,0,0,49,39,1
41,4,392384,15,2,3,1,4,1,0,0,34,39,0
41,6,167668,11,5,2,3,1,1,0,1839,49,39,0
41,6,494131,15,0,9,4,4,0,4574,0,69,39,0
41,8,370037,15,2,13,0,4,0,0,0,19,24,1
42,4,84974,6,4,5,3,4,1,2979,1796,40,39,0
40,1,447453,9,1,4,0,4,0,0,0,18,39,0
42,4,149203,9,5,4,4,4,1,0,1728,40,39,0
41,2,173716,0,4,10,1,4,1,0,0,40,39,0
40,2,450391,9,1,1,0,3,0,0,0,49,39,1
39,1,169911,5,2,4,3,4,0,0,0,72,39,0
43,4,76663,4,0,8,1,4,1,0,0,40,39,0
43,7,195242,9,6,12,4,2,1,0,0,40,39,0
41,8,202805,15,4,0,3,3,0,0,0,49,8,0
42,7,186415,15,6,0,0,4,0,0,0,40,39,0
39,6,186950,1,0,0,0,4,0,0,0,55,39,0
40,4,82216,2,2,7,0,4,1,0,1706,40,39,0
43,4,375166,14,2,3,5,4,1,0,0,40,39,1
41,7,77333,15,1,1,4,4,1,0,0,64,23,0
40,7,160205,9,5,3,2,4,0,0,0,40,39,1
42,7,84934,7,2,10,0,4,1,0,0,40,39,0
40,4,183351,9,2,6,1,4,1,0,1918,66,24,1
39,8,62264,1,1,1,0,4,0,0,0,16,39,0
43,2,191766,6,0,12,1,4,1,0,0,48,39,0
42,7,294762,9,2,0,0,1,1,0,0,40,39,0
40,4,407275,9,2,13,0,3,0,0,0,17,39,1
42,4,298150,9,2,10,3,3,1,0,2555,22,2,0
41,4,439266,15,4,1,0,3,1,0,2209,60,39,0
40,0,283678,7,4,0,4,4,1,0,0,54,39,1
39,4,314214,2,4,1,3,4,1,0,0,18,39,0
41,0,184752,11,4,9,4,4,1,0,0,44,39,1
41,4,64990,11,4,2,3,4,0,0,0,40,39,0
44,4,411246,15,2,1,1,4,0,0,2343,40,39,0
41,0,179297,9,3,8,1,4,1,0,0,67,35,0
40,4,168342,15,2,10,3,4,0,0,0,61,39,0
42,2,322390,11,2,8,0,4,0,0,0,63,5,0
41,6,412532,10,1,7,1,4,1,0,0,40,3,1
43,4,280916,3,0,8,1,4,1,0,3003,46,6,0
42,5,66212,15,4,14,0,4,0,0,0,49,39,0
39,4,265808,2,2,10,4,4,0,0,0,33,39,1
40,4,193477,1,2,3,1,4,1,0,0,40,39,1
41,2,412221,11,6,12,0,4,0,0,0,34,39,0
42,7,390331,13,4,4,1,4,1,0,0,40,39,1
40,6,185943,4,6,0,0,4,1,0,0,33,16,0
40,4,421816,6,4,4,0,4,0,0,2393,50,39,1
42,4,172621,15,2,0,1,4,0,0,1993,40,39,1
42,7,402053,15,4,1,1,4,1,0,1960,60,39,1
42,6,369643,9,4,1,0,4,1,0,0,40,39,1
41,0,281683,15,2,6,1,3,0,0,0,35,39,0
43,1,204243,5,4,4,0,4,1,0,0,40,20,1
40,8,172143,3,0,13,1,4,0,3131,0,36,39,0
39,6,180792,8,2,12,0,4,0,0,0,40,39,0
41,4,418488,3,2,8,4,4,0,0,0,18,33,1
42,4,63929,15,6,3,3,4,0,0,1880,40,39,1
41,7,287440,2,4,4,0,4,0,0,0,40,39,1
41,6,399053,3,4,13,0,4,1,1448,0,40,39,0
41,4,154854,9,2,10,4,4,0,0,2414,50,39,0
42,4,292979,11,4,3,0,4,0,6823,0,40,39,1
42,8,97813,11,0,1,3,4,0,0,0,35,39,0
42,4,168460,7,0,1,3,4,1,0,0,45,39,0
43,0,509937,8,2,14,3,4,0,0,0,50,39,1
41,2,141215,9,2,1,0,4,1,0,0,40,39,0
43,4,300906,15,2,10,5,4,0,0,0,40,39,0
40,6,193210,9,2,14,0,4,1,0,0,44,39,0
40,6,148772,9,4,4,1,3,0,0,0,40,39,0
41,4,326266,9,0,3,1,4,0,0,0,50,39,0
42,4,173600,3,3,3,4,4,0,0,0,19,21,0
43,5,212092,3,2,10,1,4,1,0,0,40,21,0
42,4,189522,11,2,2,0,4,1,0,0,34,39,0
42,8,72422,15,4,3,3,4,0,0,0,40,39,0
42,4,456682,4,4,0,0,4,1,0,0,40,30,0
44,8,465615,9,2,10,1,4,1,0,0,34,39,1
41,2,187924,11,2,3,5,4,0,0,0,33,39,0
39,5,179628,2,4,12,1,4,0,0,2324,40,39,1
43,6,391442,9,4,8,3,4,0,0,2246,49,13,1
41,4,136914,9,4,12,0,4,1,0,0,60,39,0
42,6,323156,11,0,8,0,2,1,5084,0,74,39,0
41,4,189586,5,0,1,3,4,1,0,0,49,39,1
41,4,195291,10,4,6,1,4,0,0,0,40,39,0
41,6,431000,11,0,4,4,4,1,0,0,40,39,1
40,4,198068,3,2,8,1,4,1,0,2288,60,38,1
41,0,70136,10,0,7,3,4,1,0,0,45,39,1
43,4,94622,11,2,14,3,2,0,0,0,30,39,1
39,8,431406,15,0,4,0,4,0,0,0,49,39,0
43,6,194655,1,6,1,2,4,1,0,1713,51,39,0
42,4,154705,12,4,3,1,4,1,0,0,58,39,0
39,4,163070,14,5,12,1,4,0,0,0,34,39,1
41,7,316123,12,4,1,3,3,1,0,0,50,39,1
41,4,189042,5,4,6,1,4,1,18249,0,40,39,0
41,4,264243,4,3,12,0,4,1,0,1795,49,5,0
41,4,186258,15,2,8,1,4,1,0,0,50,39,0
42,8,160209,9,2,12,0,4,1,0,0,34,4,0
40,7,414500,1,4,0,0,1,1,0,2258,20,39,0
42,4,203481,15,4,1,0,4,1,0,0,60,39,1
42,8,197371,9,4,1,0,4,1,0,1717,40,20,0
39,0,408404,15,0,8,1,4,1,0,0,37,39,0
40,4,92149,15,2,6,2,4,1,0,0,33,39,1
42,4,158373,11,4,10,1,4,1,1114,0,40,39,1
43,6,260870,7,2,4,2,4,1,7814,0,40,39,1
41,2,161642,15,6,3,2,1,1,0,0,50,39,0
41,4,206766,9,6,4,1,4,1,0,1717,40,39,0
41,7,84006,6,0,10,1,4,0,0,0,41,39,1
42,8,278084,10,4,1,2,4,0,0,0,34,39,0
41,4,84883,15,5,0,5,4,1,0,0,40,39,0
43,6,181256,6,4,10,1,4,0,0,0,40,39,0
40,2,180738,9,4,3,0,4,1,0,0,40,39,0
43,0,328959,3,0,13,1,2,1,424,0,37,39,0
42,6,440051,9,0,1,3,4,1,0,0,40,39,1
40,2,404111,1,6,1,1,4,1,0,0,40,39,1
42,4,267302,0,2,14,4,4,1,0,0,57,1,1
41,1,176157,7,0,0,4,4,1,0,0,40,39,0
42,4,168306,15,4,4,0,4,1,0,0,49,18,1
41,1,167713,6,2,1,0,4,1,0,0,40,39,1
42,2,165263,15,4,5,0,4,1,0,0,18,39,0
41,7,195203,3,5,4,0,4,1,0,0,40,39,1
42,4,307232,9,4,8,0,4,1,0,0,44,39,0
41,0,160127,15,2,10,1,4,1,0,0,40,39,0
42,6,184357,7,0,12,0,4,0,0,0,40,39,1
40,2,169834,11,4,4,2,4,1,475,0,57,39,0
43,5,221741,6,4,14,1,4,0,0,0,40,39,0
42,8,177859,2,2,12,0,3,0,0,1792,40,39,0
43,4,171568,3,0,3,0,4,0,0,0,40,39,1
41,4,392357,15,2,8,4,4,1,0,1752,11,39,1
42,4,326349,3,6,1,0,4,0,0,0,83,39,1
43,7,489436,0,4,4,0,4,1,0,0,40,39,1
42,1,200653,11,2,0,1,4,0,0,0,50,39,1
42,4,78884,0,4,3,3,4,1,0,0,49,39,0
40,0,166390,0,0,0,1,4,1,0,0,40,39,0
42,4,204637,9,0,14,3,4,1,0,0,40,39,0
41,4,458926,1,2,14,1,4,1,0,2147,51,39,0
41,4,162280,15,4,10,3,0,1,1407,0,40,39,0
42,8,357611,15,0,1,0,0,1,0,0,16,39,0
41,4,254315,12,2,0,0,2,0,0,1899,40,39,0
39,8,173198,15,2,10,1,4,0,0,1870,34,39,0
41,6,278871,0,0,4,0,4,0,51115,0,50,39,0
40,1,276140,15,2,3,0,2,1,0,1717,40,39,0
41,4,186471,0,3,4,0,1,1,0,0,50,37,0
41,4,298405,11,4,8,1,4,1,0,0,43,39,1
43,7,499071,11,2,12,0,2,0,0,0,40,39,0
41,4,269004,6,2,0,1,4,0,0,0,68,39,0
41,0,196518,5,2,14,1,4,1,0,0,46,39,0
41,5,166845,15,2,14,3,4,1,0,0,36,39,0
41,5,177787,3,0,7,0,4,0,0,0,40,39,1
41,6,186997,9,2,12,3,4,1,0,0,23,26,0
43,4,195977,9,5,1,0,4,1,0,0,51,9,0
41,1,359501,3,4,0,4,3,0,0,0,41,28,1
41,8,61749,11,4,3,2,4,0,0,0,40,39,1
43,6,68265,9,2,1,3,4,1,0,0,59,39,0
41,4,415015,10,2,12,4,4,1,0,0,63,39,0
40,4,173218,6,5,4,3,3,1,0,0,20,4,0
41,4,83531,2,0,12,1,0,1,0,0,40,23,0
42,4,305418,4,1,3,1,4,0,0,0,40,39,0
42,4,85791,8,4,4,1,4,1,0,0,40,39,0
40,6,173555,11,5,7,0,4,0,0,0,40,39,0
42,6,74879,15,5,1,3,4,0,0,0,40,39,0
41,4,72965,0,5,0,5,4,0,0,0,40,39,0
41,5,171271,15,5,4,1,4,1,0,0,16,39,0
42,0,79888,6,2,12,0,4,0,0,1812,13,39,1
41,4,201768,7,4,1,1,4,1,0,0,40,39,0
41,2,292280,13,4,8,5,4,1,0,0,40,39,0
42,7,208854,4,0,0,1,2,1,0,0,20,39,0
41,4,390826,1,4,13,5,1,1,0,0,40,39,0
42,0,209649,15,1,12,0,4,1,0,0,40,39,1
40,4,421379,15,2,7,1,4,0,0,0,49,39,0
42,4,310341,6,2,9,0,4,1,0,0,28,39,0
40,4,176218,11,0,1,4,4,0,0,0,40,39,0
39,4,196062,15,4,0,0,4,0,0,0,40,39,0
42,7,157483,2,4,4,0,4,1,72448,0,50,39,0
39,4,295742,13,2,0,1,4,1,0,0,40,39,0
41,4,199468,11,6,8,1,2,0,0,0,50,39,1
38,7,268601,7,6,6,0,4,0,0,0,12,39,0
40,4,168129,4,4,1,3,4,0,0,1861,40,39,1
39,4,177792,15,2,3,2,4,1,0,0,51,30,0
39,7,310959,3,4,3,0,4,1,0,1864,20,36,0
43,4,297224,0,5,12,4,4,1,0,0,40,39,0
40,6,77599,4,4,1,1,4,1,2879,0,57,39,1
42,4,140943,4,6,8,4,4,1,0,0,40,18,0
42,0,184686,8,2,10,4,4,1,0,0,37,10,0
40,8,276785,5,2,4,1,4,0,0,0,69,39,0
43,8,97060,3,2,7,0,4,1,0,0,40,30,0
41,4,443059,11,6,7,1,4,1,0,0,40,39,0
40,4,345488,3,3,14,1,4,1,1846,0,40,39,1
42,8,188313,12,5,8,1,4,0,0,0,40,39,0
42,6,179071,12,2,12,0,0,0,0,0,77,39,0
41,8,337610,9,0,14,1,4,1,0,0,50,39,0
42,4,88325,9,2,10,4,1,1,0,0,36,39,0
40,7,299348,7,3,9,1,3,1,0,0,40,39,0
41,4,191375,5,0,0,1,2,0,0,0,40,39,1
40,8,78903,11,4,1,0,4,0,0,0,49,39,0
42,7,161778,11,4,12,3,4,1,0,3184,50,39,1
42,4,73563,11,6,4,0,4,1,0,2358,23,41,1
43,4,399505,10,2,10,0,4,1,0,0,60,2,0
40,7,465307,15,0,1,4,4,0,0,0,17,39,0
42,4,190760,6,5,6,3,4,1,0,0,50,22,0
40,4,312125,7,5,8,0,4,0,0,0,49,9,0
41,4,68825,7,4,4,0,4,1,0,0,40,32,1
42,4,191499,5,2,10,0,2,1,0,0,50,39,0
39,4,182810,15,2,10,4,4,1,0,1832,49,39,0
43,4,213394,7,4,4,1,4,1,0,0,40,39,0
41,5,190325,5,5,6,3,1,1,0,0,40,21,1
39,4,59015,3,0,3,3,3,1,0,0,40,39,0
41,6,199938,15,2,1,3,4,0,0,0,20,39,0
41,4,158859,3,3,3,3,4,0,0,0,33,39,0
41,4,194001,11,1,12,3,4,1,0,0,51,39,0
40,5,291768,4,1,3,1,4,0,0,0,34,20,0
41,5,158447,9,2,12,0,4,1,0,0,49,39,0
42,7,91998,7,2,3,1,4,1,0,0,51,39,0
41,0,73915,15,4,1,1,3,1,0,0,18,39,0
41,6,306713,11,2,10,1,4,0,0,0,19,10,0
43,4,186624,15,6,6,1,4,1,0,0,70,8,0
42,4,282816,12,6,10,3,4,1,0,1666,49,39,0
41,4,444593,15,4,4,1,3,1,0,0,58,39,1
40,4,183732,4,0,12,1,4,1,0,0,50,39,0
43,4,442495,9,2,1,1,4,1,0,0,36,39,0
41,4,181088,6,4,14,1,4,0,0,0,40,39,1
43,0,201960,8,2,5,1,4,0,0,0,50,39,0
41,4,295164,9,6,8,3,4,0,0,0,40,39,0
44,7,197582,10,1,1,0,4,0,0,0,40,39,0
42,4,195280,9,1,0,0,4,1,5573,0,24,39,0
41,4,192377,0,2,10,0,4,1,6810,0,36,39,1
44,2,220074,9,4,0,1,4,1,0,0,40,39,0
41,6,200354,9,4,0,1,1,1,0,0,49,39,0
41,5,457684,5,6,6,4,4,1,0,0,40,39,0
42,6,84215,11,2,3,4,4,1,8014,0,40,39,0
39,4,186303,11,2,1,1,4,1,0,2556,66,39,0
40,5,294143,15,2,10,5,4,1,0,0,40,39,1
41,4,405269,4,2,13,1,4,1,0,0,37,2,1
42,4,428842,4,0,14,0,4,1,0,0,35,39,0
42,6,494873,5,3,3,1,4,0,0,0,36,39,1
42,6,181226,4,4,14,1,4,1,0,0,22,39,0
42,1,204978,0,2,6,0,0,1,0,0,50,39,1
42,2,186947,11,2,5,3,4,1,0,0,35,39,1
43,7,96523,9,1,14,2,4,1,0,0,34,39,1
41,4,349178,15,2,10,0,4,1,0,0,50,39,0
40,5,161783,15,4,8,4,4,0,0,0,40,39,0
42,7,311856,15,0,10,1,3,0,0,0,45,40,0
41,2,383983,13,2,1,4,4,1,0,0,11,39,0
41,6,178787,10,2,8,5,4,0,0,2275,40,2,0
44,0,186210,7,2,7,1,4,1,0,0,40,1,0
40,8,131458,9,4,14,0,2,0,0,0,40,39,0
41,2,398428,9,2,1,4,0,1,2299,0,49,39,0
40,6,153077,5,0,0,0,4,0,0,0,35,39,0
42,8,436485,9,2,1,0,4,1,0,0,40,39,0
40,1,363069,11,4,4,3,4,1,0,0,20,39,1
43,6,79833,7,1,0,1,4,0,0,0,37,13,0
41,6,191874,12,0,10,0,4,0,0,0,37,39,1
40,7,70057,9,0,11,3,4,0,0,0,38,39,0
42,4,150487,9,2,4,1,4,0,0,0,36,39,0
41,7,283175,7,0,4,5,4,1,0,2242,49,33,0
40,8,183217,7,3,10,4,4,1,0,0,15,39,0
40,6,400317,14,2,7,1,4,0,0,0,34,39,1
40,4,182566,3,4,1,1,4,0,0,0,40,39,1
43,6,410502,9,0,3,1,3,1,0,0,49,9,0
41,4,193765,2,2,5,1,0,0,0,0,45,39,0
40,4,312093,0,0,12,1,4,1,0,0,40,7,1
42,2,173271,0,2,10,1,4,1,0,0,40,39,0
42,6,80501,15,4,10,0,4,0,0,0,51,39,0
42,6,300033,11,2,12,0,4,1,0,0,40,39,0
40,4,72531,9,1,1,1,2,1,0,0,50,39,0
41,2,78278,11,2,1,1,4,1,0,0,37,39,1
39,4,287031,11,4,13,3,4,1,0,0,34,38,0
41,4,156714,2,2,4,1,4,1,0,0,32,39,1
41,6,393546,6,1,4,5,4,1,0,0,20,10,0
41,7,159233,8,4,11,1,4,1,0,0,69,36,1
41,4,73242,3,2,1,0,4,1,0,0,61,39,0
41,4,70212,15,5,4,5,4,1,0,0,40,39,0
40,5,100530,15,4,0,1,4,1,0,0,46,39,0
43,4,207100,12,2,3,0,4,0,0,0,40,39,1
43,4,498138,15,4,12,0,4,1,0,0,20,39,0
42,5,289364,10,4,9,1,4,1,0,3058,37,39,0
42,4,191843,5,4,10,1,4,1,0,0,40,39,0
41,4,344219,15,6,7,1,4,1,0,0,50,39,0
41,4,208467,10,3,1,0,4,0,45213,0,57,39,1
42,7,204878,6,1,6,2,4,1,0,0,46,39,0
41,0,93043,0,4,1,0,4,1,3535,0,56,20,0
40,7,190963,7,5,14,0,4,0,0,0,40,39,1
42,4,198636,9,4,8,0,4,1,0,0,36,39,0
41,0,185873,15,3,8,1,4,0,3808,0,36,39,1
38,4,67712,3,2,1,1,1,0,0,0,49,39,0
41,2,456486,4,2,1,0,4,0,0,0,40,39,0
41,4,175995,7,2,10,1,4,1,0,0,49,39,1
40,7,351553,3,2,3,0,3,1,0,0,45,39,1
41,8,78703,1,4,10,1,4,1,0,0,34,39,1
40,4,191476,0,4,10,1,4,0,0,0,34,39,0
40,4,177665,0,2,3,0,3,1,0,0,61,39,0
42,6,427846,11,6,10,4,4,0,0,0,51,39,0
40,5,431826,9,4,12,1,4,1,0,0,40,39,0
42,1,454122,15,4,1,4,4,1,0,0,45,39,1
42,6,205917,9,0,4,1,4,1,0,0,49,40,0
42,4,93335,11,2,1,3,4,1,0,0,37,39,1
43,4,226481,13,4,3,2,3,0,0,0,23,39,0
41,4,377736,4,4,10,1,3,1,0,0,40,39,0
41,6,343326,3,4,13,0,4,0,0,0,40,39,0
42,4,468483,13,2,1,1,4,1,0,0,60,39,0
42,4,296715,15,6,7,0,4,1,0,0,40,18,0
39,2,264065,4,4,6,4,4,1,0,0,40,39,0
41,5,75943,11,4,8,3,4,1,0,0,57,39,0
40,1,178689,15,5,1,0,4,1,0,0,40,39,0
40,6,300260,3,2,1,4,3,1,0,0,60,39,1
41,4,348008,15,0,4,1,4,0,0,0,55,39,0
40,4,178017,12,3,10,1,0,0,0,0,40,39,0
43,6,447209,15,4,8,1,0,1,5560,0,79,33,0
43,4,431495,13,5,13,0,2,0,0,0,36,39,0
42,7,79116,11,0,6,0,4,1,0,0,21,39,1
40,2,201562,11,0,1,4,4,1,0,0,50,39,0
41,5,73987,11,2,6,1,4,0,0,0,66,39,1
41,7,201014,11,4,10,5,0,0,0,0,44,39,0
39,4,344868,5,0,10,1,4,0,0,0,49,39,0
42,2,185172,15,0,1,2,4,1,0,0,60,39,1
40,0,187948,15,2,1,0,0,0,0,0,40,39,0
40,5,171552,11,3,3,4,1,1,0,0,40,39,0
41,7,438502,0,4,10,2,4,0,0,0,23,39,0
42,4,305790,15,0,10,0,1,0,0,0,40,39,0
41,8,306428,15,2,4,4,4,1,0,0,60,39,0
