age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
51,7,132695,11,2,8,3,2,1,0,0,24,39,0
52,1,167891,5,2,1,0,2,1,0,0,60,11,1
53,4,142591,4,2,1,2,4,1,4308,0,50,39,0
52,4,296235,9,2,4,0,4,1,65804,0,61,39,0
53,4,195067,7,4,4,3,4,1,0,0,40,39,1
51,1,137772,7,6,0,0,4,1,0,0,22,39,0
53,4,200918,12,2,1,1,4,1,0,0,18,39,0
50,4,185411,15,5,1,3,4,0,0,0,40,39,0
53,4,186145,9,4,4,0,4,1,0,0,40,39,0
51,2,45967,15,2,1,0,4,1,0,1936,64,39,0
51,8,208335,7,0,5,3,4,0,0,0,40,39,0
53,2,222029,1,4,4,3,4,1,0,0,40,39,0
50,6,81823,1,4,3,1,1,0,9510,0,40,39,0
54,4,167918,11,2,14,0,4,1,0,0,40,39,1
50,4,181136,11,0,14,1,4,0,5463,0,59,39,0
52,6,203218,4,4,13,3,4,1,6614,0,40,33,0
54,4,185540,15,0,14,3,4,1,0,0,23,39,1
51,6,59396,11,4,4,0,1,1,0,0,40,39,0
50,4,61272,15,2,12,1,4,1,0,2160,40,39,0
50,6,184148,12,4,5,1,4,0,0,0,62,39,0
50,2,349810,8,6,1,3,2,1,0,0,40,39,0
52,4,141580,15,0,12,0,1,1,0,0,50,39,0
50,8,170284,1,4,4,1,4,0,0,0,21,39,0
52,4,182023,2,2,8,0,4,1,0,0,40,39,0
51,6,139984,11,6,6,0,1,1,0,0,40,39,1
54,4,258099,15,2,5,0,4,1,4768,0,40,39,1
53,4,167690,11,2,12,1,4,1,7639,0,46,39,1
51,4,151307,11,2,3,0,4,1,0,0,58,37,1
53,4,284646,11,0,4,0,4,1,0,0,40,39,0
50,0,299205,11,4,8,4,1,1,0,0,40,39,0
52,2,184092,9,6,0,0,4,1,0,2281,40,39,0
51,0,202811,8,6,14,1,1,0,0,0,36,39,0
53,7,151814,13,5,4,0,1,1,0,1993,46,39,0
53,2,167767,15,0,1,1,4,1,0,0,40,39,0
51,8,79562,9,2,6,3,4,1,0,0,40,39,0
53,4,177539,11,2,1,1,4,1,0,0,40,39,1
51,7,145549,9,6,8,0,4,1,0,0,50,39,1
53,4,319656,11,2,9,0,4,1,7597,0,40,11,1
52,4,155331,3,4,7,3,2,0,6132,1754,50,39,0
54,4,84128,11,2,14,0,1,1,0,0,40,39,0
52,4,90400,12,2,12,3,2,1,0,0,59,39,0
53,4,367467,7,2,3,0,4,1,0,0,45,39,0
51,4,192201,11,4,8,3,4,1,0,0,40,39,0
51,4,49831,9,5,14,0,4,1,0,3351,36,39,0
52,2,234604,9,4,12,1,4,0,64099,1601,40,39,0
53,4,140265,3,2,14,0,1,1,0,0,58,39,1
51,0,194089,9,4,1,3,2,0,0,0,40,39,0
52,4,152998,11,2,4,0,3,1,0,0,34,26,1
51,2,278452,11,2,12,1,1,1,0,0,40,39,0
52,4,169833,11,2,4,0,4,1,0,1876,40,39,1
51,2,308557,11,6,8,1,4,1,6361,0,40,39,0
51,1,270560,12,0,4,1,4,1,0,0,40,39,0
52,4,141139,11,2,3,0,4,1,6043,0,40,39,0
52,2,184799,9,2,4,1,1,0,0,0,17,39,0
54,4,50472,11,2,12,0,4,1,5328,0,71,39,1
53,4,238991,3,2,1,0,4,1,0,0,49,39,1
51,2,189986,0,0,4,1,1,1,0,0,45,39,0
51,0,299866,11,2,3,0,4,1,0,0,40,39,1
53,4,285414,3,2,4,0,4,1,0,0,50,37,0
51,4,405535,15,2,8,0,3,1,0,1759,40,39,1
52,7,59680,9,4,10,0,4,1,8215,0,40,39,0
52,4,80757,11,0,3,0,4,1,0,0,49,39,0
53,6,131895,11,2,12,0,4,1,0,0,19,30,0
51,4,162249,4,4,6,1,4,0,0,0,40,39,0
53,4,189754,4,5,12,0,4,1,0,2050,40,39,1
51,4,117311,12,2,8,1,4,1,0,1715,45,35,0
55,6,154443,12,2,1,2,4,1,0,1861,40,40,1
52,4,206242,4,2,6,1,4,1,6023,0,40,39,0
51,4,165564,11,2,4,0,4,1,71681,0,62,39,0
50,4,292998,15,4,10,3,1,1,0,0,40,39,0
53,4,162790,11,2,5,1,4,1,0,0,45,39,0
51,7,286355,11,2,8,3,4,1,0,0,40,39,0
52,0,177215,5,2,1,0,4,0,0,0,40,39,0
52,4,187649,9,2,3,0,4,1,9647,1883,40,39,1
51,7,76310,9,1,8,3,2,0,0,0,38,39,0
52,7,85842,8,4,14,3,4,1,0,0,40,39,0
52,0,74872,15,2,8,1,4,1,5647,0,40,39,0
52,7,178383,9,4,8,0,0,1,0,0,45,39,1
53,4,169384,9,2,14,0,4,1,0,0,40,39,1
52,4,186180,9,2,12,0,4,1,0,0,46,39,1
52,4,529364,13,2,10,1,4,1,6390,1764,18,39,0
50,0,190511,10,5,8,1,4,1,0,0,40,9,0
51,4,54417,9,2,4,4,4,0,7642,0,40,39,1
54,4,294357,11,4,14,0,4,1,0,0,40,39,0
52,1,174338,9,5,12,0,4,1,7950,0,40,4,1
52,4,254119,11,0,10,0,4,1,0,1735,40,39,0
51,4,255597,14,2,10,0,4,1,5959,1885,46,39,1
51,4,188665,4,4,3,3,4,0,0,0,18,39,0
52,4,117359,11,2,5,0,1,1,0,0,45,38,1
52,5,316775,2,2,4,3,4,1,0,0,40,39,0
53,4,153819,11,2,12,0,4,1,0,0,45,39,1
51,4,172407,11,2,8,0,1,1,0,0,40,31,0
52,4,141766,11,2,1,0,4,1,7451,0,40,10,1
51,4,196907,15,4,5,3,2,0,0,0,40,39,0
51,4,63993,11,2,10,0,2,1,0,0,40,14,0
52,4,98810,6,4,10,4,3,0,7294,0,40,39,0
52,4,166360,9,0,5,4,1,1,8750,0,40,39,0
54,4,243800,4,2,4,0,4,1,6627,1895,63,3,0
51,1,247360,8,2,2,0,4,1,0,0,40,39,0
53,5,451136,9,4,12,0,4,1,0,0,50,39,1
51,4,65260,7,6,5,0,4,1,0,0,34,39,0
53,4,56084,9,2,3,5,4,1,6857,0,50,39,0
52,7,67155,7,2,10,0,4,1,0,0,27,26,0
55,4,37267,11,2,14,0,3,1,0,0,49,39,1
49,4,49749,11,2,9,0,3,1,0,0,21,23,1
49,8,127473,3,2,4,0,4,1,0,0,40,39,0
50,8,180572,9,3,0,4,1,0,0,0,40,39,0
52,4,207387,5,4,10,4,4,0,0,0,20,39,0
52,0,144780,2,2,6,0,4,1,7395,0,40,39,1
53,4,300491,2,2,3,0,4,1,4104,2516,40,39,1
53,4,169171,9,2,10,1,1,1,0,0,40,39,0
52,4,68507,10,4,1,3,4,1,0,0,45,39,0
51,4,183450,15,2,3,0,4,1,0,0,40,40,0
53,4,132249,9,2,7,1,1,1,0,0,60,39,1
50,4,153965,12,2,1,0,4,1,6318,0,40,39,0
53,0,328087,11,2,4,3,1,0,0,0,35,39,0
51,4,188107,15,4,4,3,1,1,8504,0,20,39,0
50,0,159239,11,2,12,3,1,1,5420,0,20,39,0
53,5,57645,11,6,0,4,4,0,0,0,50,39,0
52,4,293672,2,2,8,3,4,1,0,0,32,39,0
51,0,170241,4,2,5,5,1,0,0,0,40,39,0
50,4,303603,7,2,8,4,4,1,0,0,24,39,0
52,4,164402,11,0,8,0,4,1,0,0,49,39,0
54,6,151175,1,2,10,0,4,1,8350,0,23,39,0
53,7,67500,7,0,1,1,1,1,0,0,40,39,0
52,4,128554,9,2,5,0,4,1,0,0,17,39,1
53,5,166027,9,2,3,3,4,1,0,2727,40,39,0
53,4,230319,11,2,8,0,4,1,0,0,50,28,1
51,5,175868,9,5,8,3,4,0,0,0,40,39,0
52,4,165516,9,2,14,1,4,0,0,0,40,26,0
51,6,190488,9,2,4,3,4,0,0,1738,40,39,0
53,4,186552,15,2,0,1,4,1,0,0,46,39,0
52,1,166845,15,2,4,0,1,1,0,0,18,39,1
54,4,277072,11,2,0,0,4,1,74389,0,40,39,1
52,4,186760,7,2,14,0,0,1,7239,0,40,5,1
53,4,149552,4,2,6,0,4,1,0,2461,40,39,1
52,4,169846,4,2,3,0,4,1,0,0,17,39,1
51,4,160380,1,2,3,0,3,1,0,0,40,39,1
52,7,246959,11,2,4,0,4,0,9295,0,40,39,0
53,4,279946,11,0,6,0,4,1,0,0,40,39,1
51,4,155787,3,2,12,0,4,1,6399,0,35,39,0
53,1,308120,11,2,7,4,4,1,0,0,40,39,1
52,5,277889,11,2,3,1,4,1,0,0,40,39,0
51,6,362418,11,0,12,4,4,1,0,0,57,39,1
51,4,268015,9,2,6,0,4,1,0,0,44,39,0
51,4,183410,11,2,10,0,4,0,0,1793,40,39,0
49,0,157630,11,2,5,0,2,1,0,0,15,39,1
53,4,264423,11,4,12,0,4,1,0,0,34,39,1
52,4,283880,0,2,1,5,1,1,0,0,35,39,0
51,4,181811,11,2,12,0,1,1,0,0,40,39,0
51,4,144318,11,4,12,3,4,1,0,0,40,39,0
52,0,207020,9,2,6,5,4,0,0,1712,40,39,0
53,4,197075,12,4,3,4,4,0,0,0,40,39,0
52,4,176095,7,2,3,0,4,1,0,0,40,39,1
54,4,179325,9,6,0,3,4,1,0,0,61,39,1
52,1,162624,15,2,8,0,4,1,0,0,40,39,0
53,7,63665,15,2,8,0,4,1,0,3062,46,38,1
51,4,372231,15,2,8,3,4,0,0,0,50,39,0
53,4,170641,11,2,14,0,4,1,0,0,40,25,1
52,6,169007,15,2,14,4,4,1,7563,0,40,39,0
53,4,111272,11,0,14,1,4,0,0,0,38,39,0
52,4,158886,11,1,12,0,1,1,0,0,50,39,0
54,4,407961,9,2,14,3,4,1,0,0,40,39,1
53,4,175407,6,2,10,0,1,1,0,0,40,39,0
54,4,154854,3,2,5,0,0,1,7001,2794,40,39,1
52,4,152724,5,0,1,4,4,0,0,0,21,39,0
51,1,269606,8,2,1,1,4,0,0,0,45,39,0
54,2,180306,11,2,14,0,4,1,77101,0,40,36,1
53,4,128650,2,2,8,0,4,1,7038,0,40,39,1
53,6,39653,11,2,14,0,4,1,0,0,71,10,1
51,4,47761,11,2,10,0,4,1,0,0,60,39,1
52,6,86441,12,0,12,4,1,0,0,1843,40,39,0
52,7,243109,4,2,4,0,4,1,0,1901,21,39,0
51,7,265873,9,2,3,0,4,1,0,0,40,39,1
53,1,361428,4,2,12,0,4,1,3641,0,73,18,1
51,4,257535,11,2,14,0,4,1,0,0,50,10,0
52,4,209131,1,1,1,0,4,1,6782,1863,40,39,0
52,0,66618,11,2,6,0,2,1,0,2994,20,39,0
51,6,295841,12,2,3,0,4,1,0,0,40,39,1
51,5,172070,9,2,3,4,1,0,0,0,50,39,1
54,4,231978,11,2,3,0,4,1,0,0,40,39,0
52,4,198447,9,4,12,3,2,0,0,0,40,39,0
53,4,53013,15,2,14,0,1,1,0,0,40,39,0
52,4,192279,9,2,3,3,4,1,62989,0,40,39,0
51,4,388895,11,2,8,0,4,1,0,0,40,39,0
51,4,229637,1,0,8,5,4,1,0,0,36,39,0
50,4,317924,6,2,13,0,4,1,6967,0,35,39,1
53,4,45741,1,4,1,3,4,1,0,0,49,39,0
52,4,189856,11,2,10,1,4,1,0,0,21,33,1
52,4,155817,1,2,5,0,4,0,0,0,17,39,0
54,4,191866,9,0,4,5,4,1,0,0,21,39,0
54,4,153671,9,2,14,0,4,1,0,0,40,26,1
50,4,186504,9,4,8,3,4,0,0,0,37,39,0
53,4,177189,11,4,14,0,4,1,0,0,49,26,0
53,4,284249,11,5,12,0,2,1,5300,0,40,39,0
50,7,141503,11,4,12,2,4,1,0,0,45,39,1
49,4,177613,9,4,6,1,2,1,0,0,50,39,0
52,4,170923,11,2,4,1,4,1,0,2251,73,39,1
52,4,196354,11,1,10,1,1,1,0,0,40,39,0
51,7,167007,11,4,4,0,4,1,0,0,35,39,1
52,0,121531,15,2,3,0,4,1,5387,0,18,39,1
51,4,264268,11,2,6,3,4,0,5400,0,63,39,0
52,4,71278,15,2,1,0,1,1,0,0,40,11,0
54,1,115390,9,6,6,0,4,1,0,0,19,39,1
53,4,123996,11,6,4,0,4,1,0,0,40,26,1
51,4,434030,15,4,5,3,4,1,0,0,40,39,0
51,4,339938,9,0,10,5,4,1,6696,0,50,39,0
52,4,217807,9,4,14,3,4,0,0,0,35,39,0
50,4,332150,11,2,5,4,1,1,0,0,50,39,0
50,4,278661,4,2,4,1,1,1,7040,0,40,39,1
51,0,330984,9,4,6,3,4,0,0,0,61,39,0
51,4,211861,9,4,14,2,1,1,0,2987,50,39,0
53,8,286529,14,4,3,1,4,0,4082,0,21,39,0
53,1,135822,11,2,4,0,4,1,6628,0,45,37,1
53,4,190133,8,0,13,3,4,0,0,2099,34,39,0
51,4,184275,11,2,14,4,4,1,0,0,45,39,0
51,4,150817,11,2,0,0,4,1,0,0,44,39,0
51,4,338107,4,4,3,3,4,1,0,0,50,39,0
51,4,401852,11,2,0,0,4,1,0,0,40,39,0
50,5,151932,15,4,14,0,4,1,0,0,40,39,0
54,4,73801,9,2,4,0,4,1,0,0,35,39,1
52,4,172371,11,0,14,2,4,1,0,0,40,39,0
55,4,248678,2,2,3,0,4,1,0,0,49,39,0
50,4,189531,12,2,1,1,2,1,0,0,40,39,0
53,4,176149,4,2,5,0,4,1,0,0,40,39,1
53,4,134761,0,2,1,5,4,0,0,0,40,39,0
53,4,308643,11,4,12,1,1,1,0,0,20,39,1
54,4,333858,4,2,10,4,4,1,0,0,40,39,0
52,4,130504,9,2,3,0,1,1,0,0,45,39,1
51,0,197301,9,2,12,0,2,0,8722,0,40,39,0
51,4,169952,2,2,8,0,4,1,0,0,23,8,0
54,5,260461,11,2,12,0,4,1,0,0,40,39,1
52,2,371759,12,5,0,3,4,1,9185,0,40,39,0
52,4,179491,10,2,10,0,2,1,9165,0,40,39,1
50,4,160978,0,0,8,4,1,0,6081,0,20,6,0
52,4,130339,10,2,8,0,4,1,0,0,34,6,1
50,1,239048,10,2,3,0,4,1,0,0,40,39,0
52,5,250918,4,2,6,0,4,1,0,0,21,39,0
54,4,195368,6,2,12,0,4,1,0,3041,40,39,0
53,4,186492,9,2,1,0,4,0,0,0,40,39,0
53,0,281728,15,2,7,1,2,1,0,0,62,39,0
51,6,266270,15,0,1,0,4,1,6199,1883,40,39,1
53,7,238734,11,2,1,0,4,1,0,0,40,39,0
52,4,226078,15,4,14,1,4,0,0,0,40,39,0
49,4,158114,11,4,8,3,4,1,49485,0,50,39,0
52,4,50643,15,2,3,0,4,1,0,0,40,39,0
52,4,315039,15,2,12,0,4,1,0,0,40,39,1
53,4,156491,11,2,14,3,4,1,0,0,40,39,0
51,5,199131,4,4,8,1,2,0,0,0,40,39,0
51,4,57038,9,0,5,0,4,1,63729,0,22,39,1
51,4,195719,8,2,5,3,4,1,0,1741,40,39,0
52,4,219439,15,4,14,1,4,0,0,0,40,39,0
53,6,53806,3,2,0,0,4,1,0,0,61,39,1
53,4,198744,9,0,12,0,1,0,0,0,40,39,0
52,4,169493,15,4,3,3,4,1,7699,0,50,39,0
53,4,157215,11,2,8,0,4,1,0,0,32,26,0
51,4,204100,12,4,11,3,1,0,6025,0,40,39,0
52,7,199015,15,4,1,3,4,1,0,0,20,39,0
52,4,266815,2,2,12,3,4,1,0,0,18,39,1
52,0,192085,1,2,8,3,4,1,6498,1812,40,39,0
54,4,132436,12,2,3,0,2,1,8440,0,44,24,1
51,2,173238,12,2,3,0,4,1,0,0,40,39,0
51,4,61225,11,2,4,0,1,1,0,0,40,39,1
51,4,302853,11,2,10,0,0,1,0,0,19,39,0
53,0,259730,11,2,6,0,4,1,0,0,45,35,1
51,6,109773,15,4,5,1,1,0,0,0,40,39,0
50,4,122927,15,3,10,0,4,1,0,1911,40,37,1
52,7,497864,11,2,8,1,4,1,0,0,40,39,1
52,7,172595,11,0,7,4,2,1,0,0,34,39,0
53,4,185574,11,4,8,3,4,1,8448,0,40,39,0
54,4,168728,11,2,6,0,4,1,0,0,40,38,1
52,7,151546,11,2,12,0,4,1,0,0,40,39,1
50,4,179109,11,2,1,3,4,1,5235,0,40,39,1
51,4,185608,1,4,1,3,1,0,7722,0,21,16,0
51,4,80937,9,4,11,1,4,0,0,0,40,39,0
51,8,140750,11,2,3,0,4,1,0,0,44,39,1
50,4,127720,11,2,3,0,4,1,9876,0,40,39,1
51,4,77637,11,0,5,1,4,1,0,0,40,39,0
53,0,62543,11,2,12,0,4,1,0,0,62,39,1
51,7,141701,7,1,8,0,4,1,0,0,40,39,0
51,4,130327,15,6,8,0,4,1,0,0,45,3,1
50,6,272871,11,2,12,0,4,1,0,0,60,39,1
53,4,324809,1,2,7,3,4,1,0,0,40,39,0
51,4,226712,15,2,8,0,4,1,5480,0,21,39,0
52,4,370335,4,0,1,3,4,0,0,0,40,39,1
51,6,120335,11,4,14,0,4,1,0,0,40,39,0
53,4,180903,11,0,4,3,1,1,0,0,35,39,0
50,4,331463,10,2,12,3,4,0,0,0,40,39,0
51,4,165948,11,2,9,0,4,1,0,1748,40,39,1
54,2,262024,11,2,12,0,4,1,7096,1873,40,36,0
52,4,80276,12,2,14,0,4,1,0,0,40,39,1
53,4,276351,15,0,12,4,4,0,0,0,13,39,1
51,0,70614,7,4,8,3,4,1,0,0,40,39,0
49,4,150738,15,2,10,0,4,1,0,1785,20,39,1
51,1,270580,12,2,4,0,4,0,0,0,22,39,0
52,4,134916,11,2,6,0,4,1,0,0,45,39,0
54,4,46472,11,4,12,0,1,1,6458,0,40,39,0
53,5,484535,4,2,4,0,4,1,0,0,40,39,0
53,4,72046,11,2,4,0,4,1,0,0,75,3,1
52,4,171523,15,4,0,3,1,0,10850,0,40,39,0
52,4,439913,1,4,3,5,4,0,0,0,46,39,0
53,4,137990,9,2,8,0,1,1,0,1854,37,39,1
52,4,37162,11,3,1,0,4,1,0,0,40,39,1
53,4,178805,11,4,1,0,4,1,5801,0,35,39,0
51,4,138559,9,0,10,0,4,1,0,0,21,26,0
50,4,89737,11,4,10,1,4,1,0,0,40,39,0
49,2,318900,11,4,3,1,2,1,0,0,40,39,0
53,6,277593,15,2,3,1,4,1,8274,0,40,26,0
53,2,172611,15,0,4,5,1,1,0,0,40,39,0
49,5,333902,15,4,6,3,4,1,0,0,40,39,0
51,0,182537,15,2,1,0,4,1,9240,0,40,36,0
51,4,172918,9,2,8,1,4,1,0,0,40,39,0
53,4,176395,11,2,3,3,4,1,0,0,51,39,0
53,4,144513,2,2,3,3,4,0,0,0,20,39,0
52,4,78300,4,4,14,1,3,0,0,0,40,39,0
50,4,333131,15,4,6,5,4,1,0,0,40,39,0
51,4,153529,15,2,8,0,4,1,0,1958,40,39,0
52,4,199286,9,4,6,3,4,0,0,0,40,39,0
49,1,327334,10,4,4,1,2,1,0,0,50,39,0
52,1,182691,9,2,4,0,4,1,9276,0,40,39,0
53,4,178205,12,4,8,0,4,1,0,0,22,39,0
52,4,218824,5,4,1,3,2,1,0,0,40,39,0
52,6,272994,9,2,14,0,1,1,6216,0,40,39,1
51,4,226868,9,4,1,3,4,1,0,1806,40,39,0
51,4,253281,5,2,4,0,4,1,6421,1795,84,39,0
53,4,128215,5,2,12,0,4,1,0,0,37,39,1
50,6,331238,0,2,0,1,4,0,7498,0,40,39,0
53,4,64826,9,1,5,0,4,1,7111,1934,20,39,0
51,4,137330,11,4,10,0,4,1,0,0,40,39,1
53,2,189437,14,0,10,1,4,0,0,0,40,39,0
51,6,160383,15,3,10,1,4,0,0,0,19,35,1
50,4,125329,1,2,1,0,4,1,0,1938,40,39,0
50,4,180945,1,2,14,1,4,0,0,0,76,39,0
52,8,141911,1,1,1,3,4,1,0,0,59,39,0
51,4,427778,11,2,1,3,4,1,0,0,40,39,0
50,4,127705,13,4,2,0,4,1,0,1854,40,39,1
52,4,262486,15,0,8,0,4,1,0,0,40,39,0
52,6,143598,10,2,3,0,4,1,0,0,26,39,0
53,4,155760,6,2,5,4,4,1,0,0,45,39,1
51,4,191336,1,2,8,0,4,1,62339,0,40,39,0
52,8,186321,9,2,4,1,4,0,0,0,40,39,0
53,0,189456,13,2,4,0,4,1,0,0,40,39,1
52,2,290924,11,2,5,0,4,1,7559,1894,35,39,1
52,4,155356,7,4,1,3,4,1,5272,1867,62,39,0
52,7,145610,11,2,6,0,4,1,0,0,40,39,0
51,1,373121,9,0,14,3,4,1,0,0,40,39,0
52,4,176328,2,2,3,0,4,1,6499,1861,35,39,0
51,4,255224,9,2,2,0,4,1,0,0,40,39,0
53,5,327376,11,2,8,0,4,1,0,0,40,39,0
50,4,258471,11,2,6,3,4,1,0,0,40,39,1
52,4,282763,1,5,8,0,4,1,0,0,40,39,0
50,8,64247,11,2,8,0,2,1,0,0,40,39,1
52,4,160588,4,2,14,1,4,1,0,0,40,39,0
54,4,315389,9,2,8,0,4,1,0,0,22,39,0
50,2,373636,15,2,12,0,4,1,0,0,40,39,0
51,4,142694,2,2,5,0,4,1,0,0,40,39,1
52,4,75915,11,2,3,3,2,1,0,0,19,39,0
51,1,291574,10,3,12,4,4,1,0,0,40,39,0
52,7,384104,11,3,6,0,2,1,0,0,40,39,0
50,4,373060,9,0,1,0,4,1,0,0,40,39,0
51,4,174098,15,6,14,0,1,1,8484,0,21,22,1
51,4,91031,9,4,10,4,1,0,0,0,45,39,0
52,0,288726,12,0,12,1,4,1,0,0,40,39,0
51,4,136960,9,2,14,3,1,1,0,0,40,11,0
50,4,183158,11,0,0,3,2,1,0,0,40,39,0
50,4,184193,1,2,10,3,4,1,0,0,40,39,0
53,6,193685,9,4,12,1,4,1,0,0,40,39,0
53,4,191686,11,2,8,0,4,1,6187,0,40,14,1
50,2,189540,15,4,8,3,4,0,0,0,40,39,0
53,4,188781,9,2,4,0,1,1,0,1810,59,39,1
51,4,75126,12,4,8,3,4,1,0,0,60,39,0
53,4,303128,11,4,6,0,4,1,0,0,19,39,0
52,4,177571,6,6,8,1,4,0,0,0,35,39,0
53,5,273016,4,4,3,4,4,0,0,0,40,39,0
50,6,210786,9,4,10,3,4,1,0,0,45,39,0
51,4,162700,11,2,5,0,1,1,0,0,22,39,0
52,4,202126,12,2,4,3,4,1,0,1859,40,39,0
53,4,445400,2,4,1,3,4,0,0,0,40,39,0
52,4,150223,12,2,8,0,4,1,6482,0,40,39,0
51,4,169526,9,4,1,0,4,1,0,0,40,39,0
52,7,56945,11,2,3,0,4,1,96781,1815,40,40,1
51,7,175317,14,2,8,1,4,1,0,0,40,39,0
49,4,163180,15,2,6,0,4,1,0,0,45,39,0
51,4,247298,11,0,12,0,4,1,0,0,45,39,1
52,4,148691,11,2,3,0,4,1,0,0,21,39,1
53,4,302697,12,0,6,3,1,0,0,0,40,39,0
